region,state,n,lgbtq_total,govt_total,lgbtq_perc,govt_fund,perc_confirmed,lgbtq_actual,lgbtq_perc_actual
alaska,AK,88,14,62,15.909090909090908,70.45454545454545,0,0,0
alabama,AL,139,19,81,13.66906474820144,58.27338129496403,0.038461538461538464,0.7307692307692308,0.5257332595462092
arkansas,AR,76,8,48,10.526315789473683,63.1578947368421,0.029411764705882353,0.23529411764705882,0.3095975232198142
arizona,AZ,341,58,154,17.008797653958943,45.16129032258064,0.14960629921259844,8.67716535433071,2.544623271064724
california,CA,1399,336,786,24.01715511079342,56.182987848463185,0.15120274914089346,50.8041237113402,3.6314598792952255
colorado,CO,403,90,172,22.332506203473944,42.67990074441687,0.15841584158415842,14.257425742574258,3.537822764906764
connecticut,CT,215,49,157,22.790697674418606,73.0232558139535,0.06779661016949153,3.3220338983050848,1.5451320457232953
delaware,DE,38,9,23,23.684210526315788,60.526315789473685,0.08333333333333333,0.75,1.9736842105263157
florida,FL,669,151,289,22.57100149476831,43.19880418535127,0.12206572769953052,18.431924882629108,2.755145722366085
georgia,GA,322,54,118,16.77018633540373,36.64596273291926,0.10112359550561797,5.46067415730337,1.6958615395352081
hawaii,HI,169,15,150,8.875739644970414,88.75739644970415,0,0,0
iowa,IA,151,11,98,7.28476821192053,64.90066225165563,0.125,1.375,0.9105960264900662
idaho,ID,132,25,69,18.939393939393938,52.27272727272727,0.08,2,1.5151515151515151
illinois,IL,654,93,326,14.220183486238533,49.84709480122324,0.11347517730496454,10.553191489361701,1.613637842410046
indiana,IN,263,28,158,10.646387832699618,60.07604562737643,0.04918032786885246,1.3770491803278688,0.5235928442311288
kansas,KS,208,35,113,16.826923076923077,54.32692307692307,0.14285714285714285,5,2.403846153846154
kentucky,KY,334,52,160,15.568862275449103,47.90419161676647,0.07692307692307693,4,1.1976047904191618
louisiana,LA,159,22,90,13.836477987421384,56.60377358490566,0,0,0
massachusetts,MA,321,85,213,26.479750778816197,66.35514018691589,0.13333333333333333,11.333333333333334,3.5306334371754935
maryland,MD,382,69,170,18.06282722513089,44.50261780104712,0.109375,7.546875,1.9756217277486912
maine,ME,208,26,65,12.5,31.25,0.2647058823529412,6.882352941176471,3.308823529411765
michigan,MI,463,74,266,15.982721382289416,57.45140388768899,0.16822429906542055,12.448598130841122,2.688682101693547
minnesota,MN,352,46,160,13.068181818181818,45.45454545454545,0.13580246913580246,6.246913580246913,1.7746913580246912
missouri,MO,265,21,204,7.9245283018867925,76.9811320754717,0.05714285714285714,1.2,0.4528301886792453
mississippi,MS,99,17,65,17.17171717171717,65.65656565656566,0.13636363636363635,2.318181818181818,2.3415977961432506
montana,MT,66,11,55,16.666666666666664,83.33333333333334,0.045454545454545456,0.5,0.7575757575757576
north carolina,NC,440,73,188,16.590909090909093,42.72727272727273,0.06486486486486487,4.735135135135136,1.0761670761670763
north dakota,ND,64,9,23,14.0625,35.9375,0.25,2.25,3.515625
nebraska,NE,132,14,92,10.606060606060606,69.6969696969697,0.3684210526315789,5.157894736842105,3.9074960127591707
new hampshire,NH,58,3,30,5.172413793103448,51.724137931034484,0,0,0
new jersey,NJ,377,88,207,23.342175066312997,54.907161803713535,0.09923664122137404,8.732824427480915,2.316399052382206
new mexico,NM,159,42,98,26.41509433962264,61.63522012578616,0.13793103448275862,5.793103448275862,3.6434612882238127
nevada,NV,79,17,44,21.518987341772153,55.69620253164557,0.1590909090909091,2.7045454545454546,3.423475258918297
new york,NY,901,149,479,16.537180910099888,53.163152053274146,0.1391304347826087,20.730434782608697,2.3008251701008544
ohio,OH,370,40,250,10.81081081081081,67.56756756756756,0.12280701754385964,4.912280701754385,1.3276434329065907
oklahoma,OK,208,36,116,17.307692307692307,55.769230769230774,0.12727272727272726,4.581818181818181,2.2027972027972025
oregon,OR,237,38,143,16.033755274261605,60.337552742616026,0.0784313725490196,2.980392156862745,1.2575494332754198
pennsylvania,PA,523,101,259,19.311663479923517,49.521988527724666,0.22556390977443608,22.781954887218046,4.356014318779741
rhode island,RI,47,9,25,19.148936170212767,53.191489361702125,0.14285714285714285,1.2857142857142856,2.735562310030395
south carolina,SC,109,11,58,10.091743119266056,53.21100917431193,0.07142857142857142,0.7857142857142857,0.7208387942332897
south dakota,SD,70,14,55,20,78.57142857142857,0.1111111111111111,1.5555555555555554,2.222222222222222
tennessee,TN,227,21,144,9.251101321585903,63.436123348017624,0.05,1.05,0.46255506607929514
texas,TX,442,78,228,17.647058823529413,51.58371040723983,0.096,7.488,1.6941176470588237
utah,UT,184,41,81,22.282608695652172,44.02173913043478,0.1282051282051282,5.2564102564102555,2.856744704570791
virginia,VA,230,21,142,9.130434782608695,61.73913043478261,0.08163265306122448,1.7142857142857142,0.7453416149068323
vermont,VT,44,3,37,6.8181818181818175,84.0909090909091,0.3333333333333333,1,2.272727272727273
washington,WA,418,55,216,13.157894736842104,51.674641148325364,0.11594202898550725,6.3768115942028984,1.5255530129672006
wisconsin,WI,288,38,155,13.194444444444445,53.81944444444444,0.047619047619047616,1.8095238095238093,0.6283068783068783
west virginia,WV,103,18,71,17.475728155339805,68.93203883495146,0,0,0
wyoming,WY,59,6,48,10.16949152542373,81.35593220338984,0.058823529411764705,0.3529411764705882,0.5982053838484546
