id,state,lgbt,FUNDOTHSTATE,FUNDLOCALGOV,FUNDSMHA,FUNDSTATEWELFARE,FUNDSTATEJUV,FUNDSTATEEDUC
201905867,MN,1,1,1,1,1,1,1
201905868,MN,0,0,0,0,0,0,0
201905869,MN,0,1,1,1,1,1,1
201905870,MN,0,1,1,0,1,0,0
201905871,MN,1,1,1,1,1,1,1
201905872,MN,1,1,1,1,1,1,0
201905873,MN,1,0,0,0,0,0,0
201905874,MN,1,0,0,1,1,0,0
201905875,MN,0,1,1,1,1,1,1
201905876,MN,0,1,1,1,0,0,0
201905877,MN,0,1,1,1,1,0,1
201905878,MN,0,1,1,1,1,1,1
201905879,MN,0,1,1,1,1,0,0
201905880,MN,0,1,1,1,1,1,0
201905881,MN,0,0,1,1,0,0,0
201905882,MN,0,0,0,1,0,0,0
201905883,MN,1,1,1,1,1,1,1
201905884,MN,1,1,1,1,0,1,0
201905885,MN,0,1,1,1,1,0,0
201905886,MN,0,0,1,0,0,0,0
201905887,MN,0,0,0,0,0,0,0
201905888,MN,0,1,1,0,0,0,0
201905889,MN,0,0,1,0,0,1,1
201905890,MN,1,0,0,0,0,0,0
201905891,MN,0,1,1,1,1,0,0
201905892,MN,0,1,1,1,1,1,1
201905893,MN,0,0,0,0,0,0,0
201905894,MN,0,0,0,0,0,0,0
201905895,MN,0,1,1,1,1,1,0
201905896,MN,0,1,1,1,1,0,0
201905897,MN,1,1,1,0,0,1,0
201905898,MN,1,1,1,1,1,0,0
201905899,MN,0,0,0,0,0,0,0
201905900,MN,0,0,1,0,1,0,0
201905901,MN,0,1,1,1,1,1,0
201905902,MN,0,0,0,0,0,0,0
201905903,MN,0,1,1,1,1,0,0
201905904,MN,0,1,1,1,1,1,0
201905905,MN,0,1,1,1,1,1,1
201905906,MN,0,0,0,0,0,0,0
201905907,MN,0,1,1,1,1,1,1
201905908,MN,0,0,0,0,0,0,0
201905909,MN,1,0,0,0,0,0,0
201905910,MN,0,0,0,0,0,0,0
201905911,MN,0,0,0,0,0,0,0
201905912,MN,0,0,0,0,0,0,0
201905913,MN,1,1,1,1,1,1,1
201905914,MN,0,0,1,1,0,0,0
201905915,MN,1,1,1,0,1,1,0
201905916,MN,0,1,1,0,0,0,0
201905917,MN,1,1,1,1,0,0,0
201905918,MN,0,1,1,1,0,0,0
201905919,MN,0,0,1,1,0,0,0
201905920,MN,0,1,1,1,1,1,0
201905921,MN,0,1,1,1,1,1,1
201905922,MN,0,1,1,1,1,1,0
201905923,MN,1,1,1,1,1,1,1
201905924,MN,0,0,1,0,0,0,0
201905925,MN,0,1,1,1,0,1,1
201905926,MN,0,1,1,1,1,1,0
201905927,MN,1,1,1,1,1,0,0
201905928,MN,1,0,1,1,1,0,0
201905929,MN,0,1,1,1,1,0,0
201905930,MN,0,0,1,0,0,0,0
201905931,MN,0,1,1,1,1,0,0
201905932,MN,0,1,1,1,1,1,1
201905933,MN,1,0,0,0,0,0,0
201905934,MN,0,1,1,1,1,1,1
201905935,MN,0,1,1,1,1,0,1
201905936,MN,0,1,1,1,0,1,0
201905937,MN,0,0,1,1,0,0,0
201905938,MN,0,0,1,0,0,0,0
201905939,MN,0,0,1,1,0,0,0
201905940,MN,1,1,1,0,0,0,0
201905941,MN,1,1,1,1,1,0,0
201905942,MN,0,0,0,1,1,1,0
201905943,MN,0,0,1,1,0,0,0
201905944,MN,0,0,1,1,1,0,0
201905945,MN,0,1,1,1,1,1,0
201905946,MN,1,0,0,0,0,0,0
201905947,MN,1,0,1,1,0,0,0
201905948,MN,0,1,1,1,1,1,1
201905949,MN,0,0,0,0,0,0,0
201905950,MN,0,1,1,1,1,1,1
201905951,MN,0,0,0,0,0,0,0
201905952,MN,0,0,1,1,1,0,0
201905953,MN,0,0,0,0,0,0,0
201905954,MN,0,0,1,1,0,0,0
201905955,MN,0,0,0,0,0,0,0
201905956,MN,0,0,0,0,1,0,0
201905957,MN,0,0,1,1,0,0,0
201905958,MN,0,1,1,1,1,1,0
201905959,MN,0,0,1,0,0,0,0
201905960,MN,0,1,1,1,1,1,1
201905961,MN,0,1,1,1,1,1,1
201905962,MN,0,0,0,1,1,0,0
201905963,MN,0,1,1,1,1,1,1
201905964,MN,1,1,1,1,0,0,0
201905965,MN,0,0,0,0,0,0,0
201905966,MN,0,1,1,0,1,0,1
201905967,MN,0,0,1,1,0,0,0
201905968,MN,0,1,0,1,0,0,0
201905969,MN,0,0,1,0,1,0,0
201905970,MN,0,1,1,0,0,1,1
201905971,MN,0,0,0,0,0,0,0
201905972,MN,0,0,0,0,0,0,0
201905973,MN,0,1,1,1,0,0,0
201905974,MN,0,1,1,1,1,1,1
201905975,MN,0,0,0,0,0,0,0
201905976,MN,0,0,0,0,0,0,0
201905977,MN,1,0,0,0,0,0,0
201905978,MN,0,1,1,0,0,0,0
201905979,MN,0,1,1,1,1,1,1
201905980,MN,0,0,1,1,1,1,0
201905981,MN,1,0,0,1,0,0,0
201905982,MN,0,1,1,1,1,1,1
201905983,MN,0,0,1,1,0,0,0
201905984,MN,0,0,0,0,0,0,0
201905985,MN,0,0,0,0,0,0,0
201905986,MN,1,0,1,1,0,0,0
201905987,MN,0,1,1,1,0,0,0
201905988,MN,1,1,1,1,0,0,1
201905989,MN,0,0,1,1,0,0,0
201905990,MN,0,1,1,1,1,1,1
201905991,MN,0,0,0,0,0,0,0
201905992,MN,0,0,1,0,1,1,0
201905993,MN,0,0,1,0,0,0,0
201905994,MN,0,0,0,0,0,0,0
201905995,MN,0,1,1,1,1,1,0
201905996,MN,0,1,1,1,1,1,0
201905997,MN,0,0,0,0,0,0,0
201905998,MN,0,1,1,1,1,1,1
201905999,MN,0,1,1,1,1,1,1
201906000,MN,0,0,1,0,0,0,0
201906001,MN,0,0,0,0,1,0,0
201906002,MN,0,1,1,1,1,0,0
201906003,MN,0,1,1,1,1,1,1
201906004,MN,0,0,0,1,1,0,0
201906005,MN,0,0,0,0,0,0,0
201906006,MN,0,1,1,1,1,0,1
201906007,MN,0,0,1,1,1,0,0
201906008,MN,0,0,1,1,0,0,0
201906009,MN,0,0,0,0,0,0,0
201906010,MN,0,0,0,0,0,0,0
201906011,MN,0,1,1,1,1,1,0
201906012,MN,0,0,0,0,0,0,0
201906013,MN,0,1,1,1,1,1,1
201906014,MN,0,1,1,1,1,1,1
201906015,MN,0,1,1,1,1,0,0
201906016,MN,0,1,1,1,0,0,0
201906017,MN,0,0,0,0,0,0,0
201906018,MN,0,1,1,1,1,1,0
201906019,MN,0,0,1,0,1,0,0
201906020,MN,1,0,0,0,0,0,0
201906021,MN,0,0,1,1,0,0,0
201906022,MN,0,0,0,0,0,0,0
201906023,MN,0,1,1,1,1,1,0
201906024,MN,0,1,1,1,1,0,0
201906025,MN,0,1,1,1,0,0,0
201906026,MN,0,1,1,1,1,1,1
201906027,MN,1,0,1,0,0,0,0
201906028,MN,0,1,1,1,1,0,1
201906029,MN,1,1,1,1,1,1,1
201906030,MN,0,1,1,1,1,0,0
201906031,MN,0,1,1,1,1,0,1
201906032,MN,0,1,1,1,1,1,1
201906033,MN,0,1,1,1,1,0,1
201906034,MN,0,0,1,0,0,0,0
201906035,MN,1,1,1,1,0,1,0
201906036,MN,1,1,1,1,0,1,0
201906037,MN,0,0,0,0,0,0,0
201906038,MN,0,0,1,1,0,0,0
201906039,MN,0,0,0,0,0,0,0
201906040,MN,1,1,1,1,0,1,0
201906041,MN,0,1,0,0,1,0,0
201906042,MN,0,0,0,0,0,0,0
201906043,MN,0,1,1,1,1,1,1
201906044,MN,0,1,1,1,1,0,0
201906045,MN,1,1,1,1,0,1,0
201906046,MN,1,0,0,0,0,0,0
201906047,MN,0,1,1,1,0,0,0
201906048,MN,0,0,0,1,0,0,0
201906049,MN,0,1,1,0,0,0,0
201906050,MN,0,0,1,0,0,0,0
201906051,MN,0,1,1,1,1,0,0
201906052,MN,0,0,0,0,0,0,0
201906053,MO,0,1,1,1,1,1,1
201906054,MO,0,0,0,1,1,1,1
201906055,MO,0,0,0,0,1,0,0
201906056,MO,0,0,1,1,1,1,0
201906057,MO,0,1,1,1,1,1,0
201906058,MO,0,0,1,1,1,1,0
201906059,MO,0,0,0,1,0,0,0
201906060,MO,1,0,1,1,0,0,0
201906061,MO,0,1,1,1,1,0,0
201906062,MO,0,0,0,0,0,0,0
201906063,MO,0,0,1,1,0,1,0
201906064,MO,0,0,0,0,0,1,0
201906065,MO,1,0,1,1,0,0,0
201906066,MO,0,0,1,0,1,0,0
201906067,MO,0,0,0,0,0,0,0
201906068,MO,0,0,0,1,1,1,1
201906069,MO,0,0,1,1,1,1,1
201906070,MO,1,1,1,1,1,1,1
201906071,MO,1,0,0,1,0,0,0
201906072,MO,0,0,0,0,0,0,0
201906073,MO,0,0,0,0,0,0,0
201906074,MO,0,1,0,0,0,0,0
201906075,MO,0,0,0,1,1,1,1
201906076,MO,0,1,1,1,1,1,0
201906077,MO,0,0,1,1,1,1,0
201906078,MO,0,0,0,1,0,0,0
201906079,MO,0,0,0,0,0,0,0
201906080,MO,0,1,1,1,1,1,0
201906081,MO,0,0,0,1,0,0,0
201906082,MO,0,0,1,1,1,1,0
201906083,MO,0,0,1,1,1,1,0
201906084,MO,0,0,0,1,0,0,0
201906085,MO,0,1,1,1,1,1,1
201906086,MO,0,1,1,1,1,1,1
201906087,MO,0,1,0,1,0,0,0
201906088,MO,0,0,0,1,1,0,0
201906089,MO,0,0,0,1,1,0,0
201906090,MO,0,0,0,0,0,0,0
201906091,MO,0,0,1,0,1,0,1
201906092,MO,0,0,0,0,0,0,0
201906093,MO,0,0,0,0,0,0,0
201906094,MO,0,0,1,0,0,0,0
201906095,MO,0,0,0,0,0,0,0
201906096,MO,0,0,1,0,0,0,0
201906097,MO,0,1,1,1,1,1,0
201906098,MO,1,0,0,0,0,0,0
201906099,MO,0,0,0,0,0,1,0
201906100,MO,0,0,0,0,0,1,0
201906101,MO,0,0,1,1,1,1,0
201906102,MO,0,0,1,1,1,1,0
201906103,MO,0,0,0,1,0,0,0
201906104,MO,0,0,1,1,1,1,0
201906105,MO,0,0,0,1,0,1,0
201906106,MO,0,0,1,1,1,1,0
201906107,MO,0,0,1,1,1,1,0
201906108,MO,1,1,1,1,1,1,1
201906109,MO,0,0,0,1,0,0,0
201906110,MO,0,0,0,0,0,0,0
201906111,MO,0,1,1,1,1,1,1
201906112,MO,0,1,1,1,0,1,0
201906113,MO,0,0,1,1,1,1,0
201906114,MO,0,0,0,0,0,0,0
201906115,MO,0,0,0,1,1,1,0
201906116,MO,0,0,0,0,0,0,0
201906117,MO,0,1,0,1,1,1,0
201906118,MO,0,0,0,0,0,0,0
201906119,MO,0,1,1,1,1,1,0
201906120,MO,1,0,0,1,1,1,1
201906121,MO,0,0,0,0,0,1,0
201906122,MO,0,1,0,1,0,1,0
201906123,MO,0,1,1,1,1,1,1
201906124,MO,0,1,1,1,1,1,1
201906125,MO,0,1,1,1,1,1,1
201906126,MO,0,1,1,1,1,1,1
201906127,MO,0,0,0,0,0,0,0
201906128,MO,0,0,0,0,0,0,0
201906129,MO,0,0,0,0,0,0,0
201906130,MO,0,1,1,1,1,1,0
201906131,MO,0,0,1,1,0,0,0
201906132,MO,0,0,0,1,0,0,0
201906133,MO,0,1,1,1,1,1,1
201906134,MO,0,0,1,1,0,0,0
201906135,MO,1,1,1,1,1,1,1
201906136,MO,1,0,0,1,1,0,0
201906137,MO,0,1,1,1,1,0,0
201906138,MO,0,0,1,0,0,0,0
201906139,MO,0,0,1,0,0,0,0
201906140,MO,0,0,1,0,0,0,0
201906141,MO,0,0,1,0,0,0,0
201906142,MO,1,1,1,1,1,1,1
201906143,MO,0,1,1,1,1,1,1
201906144,MO,1,0,0,0,0,0,0
201906145,MO,0,0,0,0,0,0,0
201906146,MO,0,1,1,1,1,1,1
201906147,MO,0,0,1,0,0,0,0
201906148,MO,0,0,1,0,0,0,0
201906149,MO,1,1,1,1,1,1,0
201906150,MO,0,0,0,0,0,0,0
201906151,MO,1,1,1,1,1,1,1
201906152,MO,0,1,1,1,0,0,1
201906153,MO,0,1,1,1,1,1,1
201906154,MO,1,0,0,1,1,0,0
201906155,MO,0,1,1,1,1,1,1
201906156,MO,0,0,1,1,1,0,0
201906157,MO,0,0,1,1,0,0,0
201906158,MO,0,0,1,1,1,1,0
201906159,MO,0,0,1,1,1,1,0
201906160,MO,0,0,1,1,1,1,0
201906161,MO,0,0,1,1,1,1,0
201906162,MO,0,0,1,1,1,1,0
201906163,MO,0,1,1,1,1,1,1
201906164,MO,0,1,1,1,1,1,1
201906165,MO,0,1,1,1,1,1,1
201906166,MO,0,0,1,1,1,1,0
201906167,MO,0,0,1,1,1,1,0
201906168,MO,1,0,0,1,0,0,0
201906169,MO,0,1,1,1,1,0,0
201906170,MO,0,1,1,0,1,1,1
201906171,MO,0,0,1,1,1,1,0
201906172,MO,0,0,1,1,1,1,0
201906173,MO,0,0,0,0,0,0,0
201906174,MO,0,1,1,1,1,1,0
201906175,MO,0,1,1,1,1,1,0
201906176,MO,0,0,0,0,0,0,0
201906177,MO,0,0,0,1,1,1,0
201906178,MO,0,1,1,1,1,1,1
201906179,MO,0,0,0,1,0,0,0
201906180,MO,0,0,0,0,0,0,0
201906181,MO,0,0,0,1,0,1,0
201906182,MO,0,0,0,1,0,0,0
201906183,MO,0,1,1,1,0,1,0
201906184,MO,1,0,0,0,1,0,0
201906185,MO,0,1,1,1,0,1,0
201906186,MO,0,1,1,1,1,1,1
201906187,MO,0,0,0,0,0,0,0
201906188,MO,0,0,0,0,0,0,0
201906189,MO,0,0,0,1,0,0,0
201906190,MO,0,1,1,1,0,1,0
201906191,MO,0,1,1,1,1,1,1
201906192,MO,0,1,0,1,0,0,0
201906193,MO,0,0,0,0,0,0,0
201906194,MO,0,1,0,1,0,0,0
201906195,MO,1,1,0,1,0,0,0
201906196,MO,0,0,0,0,0,0,0
201906197,MO,1,0,0,0,0,0,0
201906198,MO,0,1,0,1,1,1,0
201906199,MO,0,1,1,1,1,1,1
201906200,MO,1,0,0,0,0,0,0
201906201,MO,0,0,1,1,0,0,0
201906202,MO,0,1,1,1,1,1,1
201906203,MO,1,1,1,1,1,1,1
201906204,MO,0,0,0,1,0,0,0
201906205,MO,0,1,0,1,1,1,0
201906206,MO,0,0,0,1,0,0,0
201906207,MO,0,1,1,1,1,1,1
201906208,MO,0,1,1,0,1,0,0
201906209,MO,0,1,1,1,1,1,1
201906210,MO,0,0,1,1,1,1,0
201906211,MO,0,0,1,0,1,0,0
201906212,MO,1,1,1,1,0,0,0
201906213,MO,0,0,0,0,0,0,0
201906214,MO,0,1,1,1,1,1,1
201906215,MO,1,0,0,0,0,0,0
201906216,MO,0,0,1,1,1,1,0
201906217,MO,0,0,1,1,1,0,0
201906218,MO,0,1,1,0,1,0,0
201906219,MO,0,1,1,1,1,1,1
201906220,MO,0,0,0,0,0,0,0
201906221,MO,0,1,0,0,0,0,0
201906222,MO,0,0,0,0,0,0,0
201906223,MO,1,0,0,0,1,0,0
201906224,MO,0,0,1,0,1,0,0
201906225,MO,0,0,0,0,0,0,0
201906226,MO,0,0,0,1,1,1,1
201906227,MO,0,1,1,1,1,1,1
201906228,MO,0,0,0,1,1,1,0
201906229,MO,0,1,1,1,1,1,0
201906230,MO,0,0,0,0,0,0,0
201906231,MO,0,1,1,1,1,1,0
201906232,MO,0,1,1,1,1,1,0
201906233,MO,0,0,0,0,0,0,0
201906234,MO,0,1,1,1,1,1,1
201906235,MO,0,0,0,0,0,0,0
201906236,MO,0,1,0,1,0,1,0
201906237,MO,0,0,0,1,1,1,0
201906238,MO,0,1,1,1,1,1,1
201906239,MO,0,0,0,1,1,1,0
201906240,MO,0,0,0,1,1,1,1
201906241,MO,0,1,1,1,1,1,1
201906242,MO,0,1,1,1,1,1,1
201906243,MO,0,0,0,1,1,1,0
201906244,MO,1,1,1,1,0,0,0
201906245,MO,0,0,1,0,1,0,0
201906246,MO,0,1,1,0,0,0,0
201906247,MO,0,0,0,1,1,1,0
201906248,MO,0,0,0,0,0,0,0
201906249,MO,1,1,1,1,0,0,0
201906250,MO,0,1,1,1,0,0,0
201906251,MO,0,1,1,1,0,0,0
201906252,MO,1,0,0,0,0,0,0
201906253,MO,0,0,1,0,0,0,0
201906254,MO,0,0,0,1,0,0,0
201906255,MO,0,0,0,1,1,0,0
201906256,MO,1,0,0,1,1,1,0
201906257,MO,1,0,1,0,1,1,1
201906258,MO,0,1,1,1,0,0,0
201906259,MO,0,1,0,1,0,0,0
201906260,MO,0,0,0,1,0,0,0
201906261,MS,0,1,1,1,0,0,0
201906262,MS,0,0,0,0,0,0,0
201906263,MS,0,0,0,1,0,0,0
201906264,MS,0,1,1,1,0,0,0
201906265,MS,0,0,1,0,0,0,0
201906266,MS,0,0,1,0,1,1,0
201906267,MS,0,0,1,1,1,1,0
201906268,MS,0,1,1,1,0,1,0
201906269,MS,0,0,0,0,0,0,0
201906270,MS,0,1,1,1,0,1,0
201906271,MS,0,0,0,0,0,0,0
201906272,MS,0,1,1,1,0,0,0
201906273,MS,0,0,0,0,0,0,0
201906274,MS,0,0,0,0,0,0,0
201906275,MS,1,0,0,0,0,0,0
201906276,MS,0,0,1,0,0,0,0
201906277,MS,0,1,1,1,1,0,1
201906278,MS,0,1,1,1,0,0,0
201906279,MS,0,0,1,0,0,0,0
201906280,MS,0,0,0,1,0,0,0
201906281,MS,0,0,0,0,0,0,0
201906282,MS,0,0,1,1,1,1,0
201906283,MS,0,1,1,1,1,1,1
201906284,MS,1,0,1,1,1,1,1
201906285,MS,0,1,1,1,1,1,1
201906286,MS,0,0,1,1,1,1,1
201906287,MS,0,0,1,1,0,1,0
201906288,MS,0,1,0,1,0,0,0
201906289,MS,0,1,1,1,1,1,1
201906290,MS,0,0,0,0,0,0,0
201906291,MS,0,0,0,0,0,0,0
201906292,MS,0,0,0,1,1,0,0
201906293,MS,0,0,0,0,0,0,0
201906294,MS,0,0,1,1,0,0,0
201906295,MS,1,1,0,1,1,0,0
201906296,MS,0,1,1,1,1,1,1
201906297,MS,1,1,1,1,1,1,1
201906298,MS,0,1,0,1,0,1,0
201906299,MS,0,0,0,1,0,0,0
201906300,MS,0,0,1,1,1,1,0
201906301,MS,0,1,1,1,1,1,0
201906302,MS,0,0,0,0,0,0,0
201906303,MS,0,0,0,1,0,0,0
201906304,MS,0,1,0,0,0,0,1
201906305,MS,0,1,1,1,0,0,0
201906306,MS,1,0,0,0,0,0,0
201906307,MS,1,1,1,1,1,0,1
201906308,MS,0,1,1,1,1,1,1
201906309,MS,0,0,0,0,0,0,0
201906310,MS,0,1,1,1,1,0,0
201906311,MS,0,0,0,0,0,0,1
201906312,MS,0,0,0,0,0,0,0
201906313,MS,0,0,0,1,0,0,1
201906314,MS,1,0,0,0,0,0,0
201906315,MS,0,1,1,1,1,1,1
201906316,MS,0,0,1,1,0,0,0
201906317,MS,1,0,0,0,0,0,0
201906318,MS,1,0,0,1,1,1,0
201906319,MS,0,0,0,0,0,0,0
201906320,MS,1,0,0,0,0,0,0
201906321,MS,0,1,1,1,1,1,1
201906322,MS,0,1,1,1,1,1,0
201906323,MS,0,1,1,1,0,0,0
201906324,MS,0,0,1,0,0,0,0
201906325,MS,0,0,1,1,1,1,0
201906326,MS,0,0,0,0,0,0,0
201906327,MS,0,0,1,0,0,0,0
201906328,MS,0,0,0,0,0,0,0
201906329,MS,1,1,1,1,1,0,0
201906330,MS,1,0,0,0,0,0,0
201906331,MS,0,0,1,1,0,0,0
201906332,MS,0,0,0,0,0,0,0
201906333,MS,1,0,1,1,0,0,0
201906334,MS,0,1,1,1,1,1,0
201906335,MS,0,0,0,1,0,1,0
201906336,MS,0,1,0,1,0,0,0
201906337,MS,1,0,1,1,1,1,1
201906338,MS,1,0,1,0,1,1,0
201906339,MS,0,0,0,1,0,0,0
201906340,MS,0,0,0,0,0,0,0
201906341,MS,0,0,1,1,1,0,0
201906342,MS,0,0,0,1,0,0,0
201906343,MS,0,0,0,0,1,0,0
201906344,MS,0,1,1,1,0,0,0
201906345,MS,0,0,1,1,0,0,0
201906346,MS,0,1,1,1,1,1,1
201906347,MS,0,1,1,1,0,0,0
201906348,MS,0,0,1,1,1,1,1
201906349,MS,0,1,1,1,0,0,0
201906350,MS,0,1,1,1,1,1,1
201906351,MS,0,1,1,1,1,1,1
201906352,MS,0,0,1,1,0,0,0
201906353,MS,0,1,1,1,0,1,0
201906354,MS,0,0,0,0,0,0,0
201906355,MS,0,0,0,0,0,0,0
201906356,MS,0,0,0,0,0,0,0
201906357,MS,1,0,0,0,0,0,0
201906358,MS,0,1,1,1,1,1,1
201906359,MS,0,0,0,0,0,0,0
201906360,MS,0,1,1,0,1,1,1
201906361,MS,0,1,1,1,1,1,1
201906362,MS,0,0,0,1,0,0,0
201906363,MS,0,0,0,0,1,0,0
201906364,MS,0,1,1,1,1,0,0
201906365,MS,1,0,1,1,0,0,0
201906366,MS,1,0,0,1,0,0,0
201906367,MS,0,0,0,0,0,0,0
201906368,MS,0,0,0,0,0,0,0
201906369,MS,0,1,0,1,1,0,0
201906370,MS,0,1,1,1,0,0,0
201906371,MS,0,0,0,0,0,0,0
201906372,MS,0,0,1,1,1,0,0
201906373,MS,1,0,0,0,0,0,0
201906374,MS,0,0,0,1,0,0,0
201906375,MS,0,1,1,1,1,1,1
201906376,MS,0,0,0,0,0,0,0
201906377,MS,1,0,0,0,0,0,0
201906378,MS,1,0,1,1,0,0,0
201906379,MS,0,1,1,1,1,0,0
201906380,MS,0,0,0,0,1,1,0
201906381,MS,0,0,1,1,1,1,0
201906382,MS,0,0,1,1,0,0,0
201906383,MS,0,1,1,1,1,1,1
201906384,MS,0,0,1,1,0,0,0
201906385,MS,0,0,0,1,0,0,0
201906386,MS,0,0,0,0,0,0,0
201906387,MS,0,1,1,1,0,0,0
201906388,MS,0,0,0,0,1,0,1
201906389,MS,0,0,0,0,0,0,0
201906390,MS,0,1,1,1,1,1,0
201906391,MS,1,1,1,1,1,1,1
201906392,MS,0,0,0,0,0,0,0
201906393,MS,0,1,1,1,1,1,1
201906394,MS,1,1,0,1,0,0,0
201906395,MS,0,1,0,1,0,0,1
201906396,MS,0,0,0,0,0,0,0
201906397,MS,0,0,0,0,0,0,0
201906398,MS,0,1,1,1,1,1,1
201906399,MS,0,0,0,0,0,0,0
201906400,MS,0,1,1,1,1,1,0
201906401,MS,0,1,1,1,1,0,1
201906402,MS,0,1,0,1,0,0,1
201906403,MS,0,1,1,1,1,1,1
201906404,MS,1,1,1,1,1,1,1
201906405,MS,0,0,1,1,1,1,1
201906406,MS,0,1,1,1,1,1,1
201906407,MS,0,0,0,0,0,0,0
201906408,MS,0,0,1,1,0,0,0
201906409,MS,0,1,1,1,1,0,0
201906410,MS,0,0,0,0,1,0,0
201906411,MS,0,0,0,1,1,1,0
201906412,MS,0,1,1,1,1,1,1
201906413,MS,0,1,1,1,1,1,0
201906414,MS,0,0,0,0,1,0,0
201906415,MS,0,0,1,0,0,0,0
201906416,MS,0,0,0,1,0,0,0
201906417,MS,0,1,1,1,0,0,0
201906418,MS,1,0,0,1,0,0,0
201906419,MS,0,1,1,1,1,1,0
201906420,MS,1,0,0,0,0,0,0
201906421,MS,0,0,0,0,1,1,0
201906422,MS,1,1,1,1,1,1,1
201906423,MS,0,0,1,0,0,0,0
201906424,MS,0,0,1,0,0,0,0
201906425,MS,1,0,1,1,1,1,0
201906426,MS,0,0,0,0,0,0,0
201906427,MS,0,0,0,1,1,0,0
201906428,MS,0,1,1,1,1,0,0
201906429,MS,0,0,1,1,0,0,0
201906430,MT,0,1,1,1,1,1,1
201906431,MT,0,1,1,1,1,1,1
201906432,MT,1,0,1,1,1,0,0
201906433,MT,1,1,1,1,1,1,0
201906434,MT,1,0,0,0,0,0,0
201906435,MT,0,0,0,0,0,0,0
201906436,MT,1,0,0,0,0,0,0
201906437,MT,0,0,0,0,0,0,0
201906438,MT,0,1,1,1,1,1,0
201906439,MT,0,1,1,1,1,1,0
201906440,MT,0,1,1,1,1,1,0
201906441,MT,0,1,1,0,0,1,0
201906442,MT,0,0,0,1,0,0,0
201906443,MT,0,1,1,1,1,1,0
201906444,MT,0,1,1,1,1,1,1
201906445,MT,0,0,0,1,0,0,0
201906446,MT,0,1,1,1,1,1,0
201906447,MT,0,1,1,1,0,1,0
201906448,MT,0,1,1,1,1,1,1
201906449,MT,0,1,1,1,0,0,0
201906450,MT,0,1,1,1,1,1,1
201906451,MT,0,1,1,1,0,1,0
201906452,MT,0,0,1,1,0,0,0
201906453,MT,1,0,0,0,0,0,0
201906454,MT,0,0,0,0,0,0,0
201906455,MT,1,1,1,1,1,1,1
201906456,MT,0,1,0,1,0,0,0
201906457,MT,0,1,1,1,1,1,0
201906458,MT,0,1,1,1,1,1,1
201906459,MT,0,0,0,0,0,0,0
201906460,MT,0,0,0,1,1,0,0
201906461,MT,0,1,1,1,0,1,0
201906462,MT,0,1,1,1,1,1,1
201906463,MT,0,1,1,1,0,0,0
201906464,MT,1,1,1,1,1,1,1
201906465,MT,0,1,0,1,1,1,0
201906466,MT,0,1,1,1,1,1,1
201906467,MT,0,0,1,0,0,0,0
201906468,MT,0,1,1,1,1,1,0
201906469,MT,0,1,1,1,1,1,1
201906470,MT,0,0,0,0,0,0,0
201906471,MT,0,1,1,1,1,0,0
201906472,MT,0,1,1,1,1,0,0
201906473,MT,0,0,0,0,0,0,0
201906474,MT,0,0,0,1,1,1,0
201906475,MT,0,1,1,1,1,1,1
201906476,MT,0,0,0,0,1,1,0
201906477,MT,0,0,1,1,0,0,0
201906478,MT,0,1,0,0,1,0,0
201906479,MT,0,0,0,1,1,0,0
201906480,MT,0,1,1,1,1,0,0
201906481,MT,0,1,1,1,1,1,1
201906482,MT,1,1,1,1,1,1,1
201906483,MT,0,1,1,1,1,1,0
201906484,MT,1,1,1,1,1,1,1
201906485,MT,0,1,1,1,1,1,0
201906486,MT,0,0,0,1,0,0,0
201906487,MT,1,1,1,1,1,1,0
201906488,MT,0,0,1,0,0,0,0
201906489,MT,0,1,1,1,1,1,0
201906490,MT,0,1,1,1,1,1,0
201906491,MT,0,1,1,1,1,1,0
201906492,MT,0,0,0,0,0,0,1
201906493,MT,0,1,1,1,1,1,0
201906494,MT,0,1,1,1,1,1,0
201906495,MT,0,1,1,1,1,0,0
201906496,MT,0,1,1,1,1,1,1
201906497,MT,0,1,1,1,1,0,0
201906498,MT,0,0,1,1,0,0,0
201906499,MT,0,1,1,1,1,1,1
201906500,MT,0,1,1,1,1,1,1
201906501,MT,1,1,1,1,1,1,1
201906502,MT,0,1,1,1,1,1,0
201906503,MT,0,1,1,1,0,0,0
201906504,MT,0,1,0,1,1,1,1
201906505,MT,0,1,1,1,1,1,1
201906506,MT,0,1,1,1,1,1,1
201906507,MT,0,1,1,1,0,0,0
201906508,MT,0,1,0,1,1,1,1
201906509,MT,0,1,0,1,1,1,1
201906510,MT,0,0,0,0,0,0,0
201906511,MT,0,0,0,1,1,0,1
201906512,MT,0,0,0,0,1,1,1
201906513,MT,0,1,0,1,1,1,1
201906514,MT,0,1,1,1,1,1,1
201906515,NC,0,0,0,0,0,0,0
201906516,NC,0,0,0,0,0,0,0
201906517,NC,0,0,0,0,0,0,0
201906518,NC,0,1,1,1,0,0,1
201906519,NC,0,1,1,1,1,1,0
201906520,NC,1,1,1,1,1,0,1
201906521,NC,0,1,1,1,1,1,0
201906522,NC,0,0,1,0,0,0,0
201906523,NC,0,0,0,1,1,0,0
201906524,NC,0,1,0,0,0,0,0
201906525,NC,0,1,1,0,0,0,0
201906526,NC,0,1,1,1,0,0,0
201906527,NC,0,1,0,0,0,0,0
201906528,NC,1,0,0,1,1,1,0
