id,state,lgbt,FUNDOTHSTATE,FUNDLOCALGOV,FUNDSMHA,FUNDSTATEWELFARE,FUNDSTATEJUV,FUNDSTATEEDUC
201902913,GA,0,0,0,0,0,0,0
201902914,GA,1,0,0,1,0,0,0
201902915,GA,1,1,1,0,0,0,0
201902916,GA,0,1,1,1,1,1,1
201902917,GA,0,1,1,1,0,0,0
201902918,GA,0,1,1,1,1,1,1
201902919,GA,0,0,1,1,1,0,0
201902920,GA,1,0,0,0,0,0,0
201902921,GA,0,0,1,1,0,0,0
201902922,GA,1,1,1,1,1,1,1
201902923,GA,0,1,0,1,0,0,0
201902924,GA,0,0,0,1,0,0,0
201902925,GA,1,1,1,1,1,1,0
201902926,GA,0,1,1,1,1,1,0
201902927,GA,1,1,1,1,1,1,1
201902928,GA,1,0,1,1,1,1,1
201902929,GA,0,1,1,0,1,1,1
201902930,GA,0,0,0,1,1,1,0
201902931,GA,0,1,0,1,1,1,0
201902932,GA,1,1,0,1,0,0,0
201902933,GA,1,0,0,0,0,0,0
201902934,GA,0,0,0,0,0,0,0
201902935,GA,1,0,0,0,0,0,0
201902936,GA,0,0,0,0,0,0,0
201902937,GA,0,1,1,1,1,1,0
201902938,GA,0,0,0,1,0,0,0
201902939,GA,0,0,1,0,1,0,1
201902940,GA,0,1,1,1,1,1,0
201902941,GA,0,1,1,1,1,1,0
201902942,GA,0,0,0,0,0,0,0
201902943,GA,0,0,0,0,0,0,0
201902944,GA,1,0,0,0,0,0,0
201902945,GA,0,0,0,0,0,0,0
201902946,GA,0,0,0,0,0,0,0
201902947,GA,0,0,0,0,0,0,0
201902948,GA,0,1,1,1,1,1,0
201902949,GA,1,0,0,0,0,0,0
201902950,GA,1,0,0,0,0,0,0
201902951,GA,0,1,1,1,1,1,0
201902952,GA,1,1,1,1,0,1,0
201902953,GA,0,1,1,1,1,1,1
201902954,GA,0,1,0,1,1,1,1
201902955,GA,0,0,1,1,1,1,0
201902956,GA,0,0,1,1,0,0,0
201902957,GA,0,0,1,1,1,0,0
201902958,GA,1,0,1,1,1,1,1
201902959,GA,0,0,1,1,1,0,0
201902960,GA,0,1,0,1,1,1,0
201902961,GA,1,0,0,0,0,0,0
201902962,GA,0,0,0,0,0,0,0
201902963,GA,0,0,0,1,0,0,0
201902964,GA,0,1,1,1,1,1,0
201902965,GA,0,1,1,1,1,1,0
201902966,GA,0,1,1,1,0,0,0
201902967,GA,1,1,1,1,0,0,0
201902968,GA,0,1,1,1,1,1,1
201902969,GA,1,1,1,1,1,0,1
201902970,GA,1,1,1,1,1,0,1
201902971,GA,0,0,0,0,0,0,0
201902972,GA,0,0,1,0,0,0,0
201902973,GA,0,1,1,1,0,0,0
201902974,GA,1,1,1,1,1,1,0
201902975,GA,1,1,1,1,1,1,1
201902976,GA,1,0,1,1,1,0,0
201902977,GA,0,0,0,0,0,0,0
201902978,GA,1,1,1,1,1,0,0
201902979,GA,0,1,0,1,0,1,0
201902980,GA,0,0,0,0,0,0,0
201902981,GA,0,0,0,1,0,0,0
201902982,GA,0,0,0,0,0,0,0
201902983,GA,1,0,1,1,1,0,0
201902984,GA,0,1,1,1,1,1,1
201902985,GA,0,0,1,1,0,0,0
201902986,GA,0,0,0,0,0,0,0
201902987,GA,0,0,0,0,1,0,0
201902988,GA,1,0,0,0,1,0,0
201902989,GA,0,0,0,1,0,0,0
201902990,GA,1,1,1,1,1,1,1
201902991,GA,1,0,0,1,1,1,0
201902992,GA,0,1,1,1,1,1,1
201902993,GA,0,0,0,1,0,0,0
201902994,GA,0,1,1,1,1,1,0
201902995,GA,0,1,1,1,1,1,0
201902996,GA,0,0,0,0,0,0,0
201902997,GA,0,0,0,0,0,0,0
201902998,GA,1,0,0,0,1,0,0
201902999,GA,0,1,1,1,1,0,0
201903000,GA,0,1,0,1,1,0,0
201903001,GA,0,1,0,1,0,0,0
201903002,GA,0,0,0,1,0,0,0
201903003,GA,0,1,1,1,0,0,0
201903004,GA,0,0,0,0,1,0,0
201903005,GA,0,0,0,1,0,0,0
201903006,GA,0,0,0,0,0,0,0
201903007,GA,0,1,1,1,0,0,0
201903008,GA,0,0,0,1,0,0,0
201903009,GA,0,1,0,0,1,0,0
201903010,GA,0,0,0,0,0,0,0
201903011,GA,0,0,0,1,0,0,0
201903012,GA,0,0,1,0,0,0,0
201903013,GA,0,1,1,1,1,1,0
201903014,GA,1,0,0,1,0,0,0
201903015,GA,0,0,0,0,0,0,0
201903016,GA,1,1,1,1,1,1,1
201903017,GA,1,1,1,1,1,1,0
201903018,GA,1,0,0,1,0,0,0
201903019,GA,0,1,1,1,1,1,1
201903020,GA,0,1,1,1,1,1,1
201903021,GA,0,0,0,0,0,0,0
201903022,GA,1,1,1,1,1,1,1
201903023,GA,0,1,1,1,1,1,0
201903024,GA,0,0,0,1,0,1,0
201903025,GA,0,0,1,1,1,1,0
201903026,GA,0,0,0,0,0,1,0
201903027,GA,0,1,1,0,1,1,1
201903028,GA,0,0,0,0,0,0,0
201903029,GA,0,0,1,1,1,1,1
201903030,GA,1,0,0,0,0,0,0
201903031,GA,0,1,1,1,1,1,1
201903032,GA,0,0,0,1,0,0,0
201903033,GA,0,0,0,0,0,0,0
201903034,GA,1,0,1,0,1,0,0
201903035,GA,0,0,0,1,1,0,0
201903036,GA,0,1,0,1,0,0,0
201903037,GA,0,0,0,0,0,0,0
201903038,GA,0,0,0,0,0,0,0
201903039,GA,0,1,1,1,1,0,0
201903040,GA,1,0,0,1,1,1,0
201903041,GA,0,0,0,0,0,0,0
201903042,GA,0,1,0,1,0,0,0
201903043,GA,0,1,1,1,1,1,1
201903044,GA,1,0,0,1,0,0,0
201903045,GA,0,0,0,1,1,1,0
201903046,GA,1,0,0,0,0,0,0
201903047,GA,0,0,0,1,0,0,0
201903048,GA,1,1,1,1,1,1,0
201903049,GA,0,1,1,1,1,1,0
201903050,GA,0,0,0,0,0,0,0
201903051,GA,0,0,0,1,0,0,0
201903052,GA,0,0,1,1,1,0,0
201903053,GA,1,0,0,0,0,0,0
201903054,GA,1,0,0,0,0,0,0
201903055,GA,0,0,0,1,0,0,0
201903056,GA,0,1,1,1,0,0,0
201903057,GA,0,0,0,0,0,0,0
201903058,GA,1,0,0,1,1,1,1
201903059,GA,0,0,1,0,1,0,0
201903060,GA,0,0,0,0,0,0,0
201903061,GA,0,1,1,1,1,1,0
201903062,GA,1,0,0,1,0,0,0
201903063,GA,1,0,1,1,1,1,0
201903064,GA,0,1,0,1,0,0,1
201903065,GA,0,1,1,0,0,0,0
201903066,GA,0,1,0,1,1,0,0
201903067,GA,0,0,1,0,1,1,0
201903068,GA,1,1,1,1,1,1,1
201903069,GA,1,1,1,1,0,1,0
201903070,GA,0,1,1,1,1,0,0
201903071,GA,1,0,0,1,0,1,0
201903072,GA,0,0,0,0,0,0,0
201903073,GA,0,0,0,0,0,0,0
201903074,GA,0,1,1,1,1,0,0
201903075,GA,0,0,0,0,0,0,0
201903076,GA,0,0,0,0,0,0,0
201903077,GA,0,0,0,1,0,0,0
201903078,GA,0,1,1,1,1,1,0
201903079,GA,0,0,0,1,0,1,0
201903080,GA,1,0,0,1,0,0,0
201903081,GA,0,0,0,1,0,0,0
201903082,GA,1,0,0,1,1,1,0
201903083,GA,0,1,1,1,1,1,1
201903084,GA,1,1,1,1,1,0,0
201903085,GA,0,1,0,1,0,0,0
201903086,GA,0,0,0,0,1,0,0
201903087,GA,0,1,1,1,1,0,0
201903088,GA,0,0,1,1,1,0,0
201903089,GA,1,0,0,0,0,0,0
201903090,GA,0,1,1,1,1,0,0
201903091,GA,0,0,0,1,0,0,0
201903092,GA,0,1,1,1,1,1,0
201903093,GA,0,1,1,1,1,1,1
201903094,GA,0,1,1,1,1,1,1
201903095,GA,0,1,1,1,1,1,1
201903096,GA,0,0,0,0,0,0,0
201903097,GA,0,1,1,1,1,1,0
201903098,GA,0,1,1,1,1,1,0
201903099,GA,0,1,0,1,1,1,0
201903100,HI,0,0,0,1,1,0,0
201903101,HI,0,1,0,1,1,1,0
201903102,HI,0,1,0,1,0,0,0
201903103,HI,1,0,0,0,0,0,0
201903104,HI,0,0,0,1,0,0,0
201903105,HI,1,0,0,0,0,0,0
201903106,HI,0,0,0,1,0,0,0
201903107,HI,0,1,0,1,0,0,0
201903108,HI,0,0,0,0,0,0,0
201903109,HI,0,1,0,1,0,0,0
201903110,HI,0,1,0,1,1,1,0
201903111,HI,0,0,0,1,0,0,0
201903112,HI,0,1,1,1,1,1,0
201903113,HI,1,0,0,1,1,1,0
201903114,HI,0,0,0,1,0,0,0
201903115,HI,1,1,1,0,0,0,0
201903116,HI,0,1,1,1,1,0,0
201903117,HI,0,0,0,1,0,0,0
201903118,HI,0,0,0,0,0,0,0
201903119,HI,0,0,0,0,0,0,0
201903120,HI,1,1,1,1,1,1,1
201903121,HI,0,1,1,1,1,0,0
201903122,HI,0,1,1,1,1,1,1
201903123,HI,0,1,1,1,1,0,0
201903124,HI,0,1,0,1,1,0,1
201903125,HI,0,1,1,1,1,0,1
201903126,HI,0,1,1,1,0,0,0
201903127,HI,0,0,0,0,0,0,0
201903128,HI,0,1,1,1,1,0,0
201903129,HI,0,1,0,1,0,0,0
201903130,HI,0,1,0,1,0,0,0
201903131,HI,0,1,0,1,0,1,0
201903132,HI,1,0,0,0,0,0,0
201903133,HI,1,1,1,0,1,1,0
201903134,HI,0,0,0,1,1,0,0
201903135,HI,0,0,0,1,0,0,0
201903136,HI,1,0,0,0,0,0,0
201903137,HI,0,0,0,0,0,0,0
201903138,HI,0,0,0,1,0,0,0
201903139,IA,0,1,1,0,1,1,1
201903140,IA,0,0,1,0,0,0,0
201903141,IA,0,0,1,0,0,1,0
201903142,IA,0,1,1,1,0,0,0
201903143,IA,0,1,1,1,1,1,1
201903144,IA,1,1,1,1,1,1,1
201903145,IA,0,0,0,1,1,1,0
201903146,IA,0,0,1,0,1,1,0
201903147,IA,0,1,1,1,1,1,1
201903148,IA,0,1,1,1,1,1,0
201903149,IA,0,0,1,1,1,1,0
201903150,IA,0,1,1,1,0,0,1
201903151,IA,0,0,0,0,0,0,0
201903152,IA,0,1,1,0,0,0,0
201903153,IA,0,1,1,1,1,1,0
201903154,IA,0,1,1,0,0,0,0
201903155,IA,0,0,0,0,0,0,0
201903156,IA,0,0,1,0,1,1,0
201903157,IA,0,0,0,0,0,0,0
201903158,IA,1,1,1,1,1,1,1
201903159,IA,0,0,1,1,0,1,1
201903160,IA,0,0,0,0,0,0,0
201903161,IA,0,0,1,1,1,1,1
201903162,IA,0,0,1,0,0,0,0
201903163,IA,0,1,1,0,0,0,0
201903164,IA,0,0,1,0,0,0,0
201903165,IA,1,0,1,0,0,0,0
201903166,IA,0,0,0,0,0,0,0
201903167,IA,1,1,1,1,1,1,0
201903168,IA,0,0,1,0,1,1,0
201903169,IA,0,0,0,0,0,0,0
201903170,IA,0,1,1,1,1,1,0
201903171,IA,0,1,1,1,1,1,1
201903172,IA,0,0,1,1,1,0,0
201903173,IA,0,1,1,1,0,0,0
201903174,IA,0,1,1,0,0,0,0
201903175,IA,1,0,1,0,1,0,0
201903176,IA,0,0,1,0,0,0,0
201903177,IA,0,0,1,0,0,1,0
201903178,IA,0,1,1,1,0,0,0
201903179,IA,0,1,1,1,1,1,1
201903180,IA,0,1,1,1,0,0,0
201903181,IA,0,0,0,0,0,0,0
201903182,IA,0,1,1,1,1,1,0
201903183,IA,0,1,1,1,1,1,0
201903184,IA,0,0,0,1,0,0,0
201903185,IA,0,0,0,0,0,0,0
201903186,IA,0,0,0,0,0,0,0
201903187,IA,0,1,1,1,0,0,0
201903188,IA,0,1,1,1,1,1,1
201903189,IA,0,0,1,0,0,0,0
201903190,IA,1,1,1,0,1,0,0
201903191,IA,0,0,0,0,0,0,0
201903192,IA,0,1,1,1,1,1,0
201903193,IA,0,1,1,1,1,1,1
201903194,IA,0,1,1,0,0,0,0
201903195,IA,0,1,1,1,1,1,0
201903196,IA,0,0,1,1,1,0,0
201903197,IA,0,1,1,0,0,1,0
201903198,IA,1,1,1,1,1,1,1
201903199,IA,1,0,0,0,0,0,0
201903200,IA,0,0,0,0,0,0,0
201903201,IA,0,0,1,1,0,0,0
201903202,IA,1,1,1,1,1,1,1
201903203,IA,0,0,1,0,0,0,0
201903204,IA,0,0,1,0,0,1,0
201903205,IA,0,0,1,0,0,1,0
201903206,IA,0,0,1,1,0,0,0
201903207,IA,0,0,0,1,0,0,0
201903208,IA,0,0,1,0,0,0,0
201903209,IA,0,0,1,1,0,0,0
201903210,IA,0,0,1,1,0,0,0
201903211,IA,1,1,1,0,0,0,0
201903212,IA,0,0,0,1,1,1,1
201903213,IA,0,1,1,1,1,1,1
201903214,IA,0,1,1,1,1,1,0
201903215,IA,0,0,1,0,0,0,0
201903216,IA,0,1,1,1,1,1,0
201903217,IA,0,0,1,1,1,1,1
201903218,IA,1,0,1,1,1,0,0
201903219,IA,0,0,0,0,0,0,0
201903220,IA,0,1,1,1,1,1,1
201903221,IA,0,0,0,0,0,0,0
201903222,IA,0,1,1,1,1,1,0
201903223,IA,0,1,1,0,0,0,0
201903224,IA,0,0,1,0,0,0,0
201903225,IA,0,0,1,0,0,0,0
201903226,IA,0,1,1,0,0,0,0
201903227,IA,0,1,1,1,1,1,0
201903228,IA,0,1,1,1,0,0,0
201903229,IA,0,0,1,0,0,0,0
201903230,IA,0,1,1,0,0,0,0
201903231,IA,1,0,0,1,1,1,0
201903232,IA,0,0,1,0,0,0,1
201903233,IA,0,1,1,1,1,1,1
201903234,IA,0,0,1,0,1,1,0
201903235,IA,0,1,1,1,1,1,0
201903236,IA,0,0,0,0,0,0,0
201903237,IA,0,0,1,1,0,0,0
201903238,IA,0,0,0,0,0,0,0
201903239,IA,0,0,1,0,0,0,0
201903240,IA,0,0,0,0,0,0,0
201903241,IA,0,0,1,1,0,0,0
201903242,IA,0,0,1,0,0,0,0
201903243,IA,1,0,0,0,0,0,0
201903244,IA,0,0,1,0,0,0,0
201903245,IA,1,0,0,0,0,0,1
201903246,IA,0,0,0,0,0,0,0
201903247,IA,0,1,1,1,1,1,0
201903248,IA,0,1,1,1,0,0,0
201903249,IA,0,1,1,0,1,1,1
201903250,IA,0,0,0,0,0,0,0
201903251,IA,0,1,1,1,1,1,0
201903252,IA,1,1,1,0,0,0,0
201903253,IA,0,1,1,1,1,1,1
201903254,IA,0,0,1,0,0,0,0
201903255,IA,0,0,1,0,0,0,0
201903256,IA,0,1,1,1,1,1,1
201903257,IA,0,1,1,1,1,1,1
201903258,IA,0,1,1,0,0,0,0
201903259,IA,0,0,1,1,1,1,1
201903260,IA,0,1,1,0,1,0,1
201903261,IA,0,0,1,0,0,0,0
201903262,IA,0,1,1,1,1,1,0
201903263,IA,0,0,1,0,1,1,0
201903264,IA,0,1,1,1,1,1,0
201903265,IA,1,1,1,1,1,1,0
201903266,IA,1,0,1,1,1,0,0
201903267,IA,0,0,1,0,1,1,0
201903268,IA,0,1,1,1,1,1,0
201903269,IA,0,0,1,0,0,0,0
201903270,IA,0,0,0,0,0,0,0
201903271,IA,0,0,1,0,1,1,0
201903272,IA,0,1,1,1,1,0,0
201903273,IA,0,1,1,1,1,1,1
201903274,IA,0,0,0,1,1,1,0
201903275,IA,0,0,1,0,1,1,0
201903276,IA,0,1,1,1,1,1,1
201903277,IA,1,1,1,1,1,1,1
201903278,IA,1,0,1,1,1,1,1
201903279,IA,0,0,1,0,1,1,0
201903280,IA,0,0,0,0,0,0,0
201903281,IA,0,0,0,0,0,0,0
201903282,ID,0,0,0,1,1,0,0
201903283,ID,0,0,0,1,1,1,0
201903284,ID,1,0,0,0,0,0,0
201903285,ID,0,0,0,0,0,0,0
201903286,ID,0,1,1,1,1,1,1
201903287,ID,0,1,1,1,1,1,1
201903288,ID,1,0,0,0,0,0,0
201903289,ID,0,1,1,1,1,1,1
201903290,ID,0,1,1,0,1,1,1
201903291,ID,0,1,1,0,1,1,1
201903292,ID,0,0,1,1,0,0,0
201903293,ID,0,1,1,1,1,0,0
201903294,ID,0,1,0,1,1,0,0
201903295,ID,0,1,1,1,1,1,1
201903296,ID,0,1,1,1,1,1,1
201903297,ID,0,1,1,1,1,0,1
201903298,ID,1,0,0,0,0,0,0
201903299,ID,0,1,1,1,1,1,1
201903300,ID,0,0,0,1,0,0,1
201903301,ID,0,0,0,0,0,0,0
201903302,ID,1,0,0,0,0,0,0
201903303,ID,1,0,0,1,0,0,0
201903304,ID,0,0,0,1,1,1,0
201903305,ID,0,0,0,0,0,0,0
201903306,ID,0,1,1,1,1,1,1
201903307,ID,0,0,0,0,0,0,0
201903308,ID,0,1,1,0,1,0,0
201903309,ID,0,1,1,1,1,1,1
201903310,ID,0,1,1,1,1,0,0
201903311,ID,0,0,0,0,0,0,0
201903312,ID,1,0,0,0,0,0,0
201903313,ID,1,1,1,1,1,1,1
201903314,ID,1,1,0,1,1,1,0
201903315,ID,1,0,0,0,0,0,0
201903316,ID,1,1,1,1,1,1,1
201903317,ID,1,1,1,0,1,1,0
201903318,ID,0,0,0,0,0,0,0
201903319,ID,0,1,1,1,1,0,0
201903320,ID,0,0,1,1,1,1,0
201903321,ID,0,1,0,1,1,0,0
201903322,ID,0,1,0,1,1,0,0
201903323,ID,0,0,1,0,0,0,0
201903324,ID,0,1,1,1,1,1,1
201903325,ID,0,1,1,1,1,1,1
201903326,ID,0,0,0,1,0,0,0
201903327,ID,0,1,1,1,1,1,1
201903328,ID,0,0,0,0,0,0,0
201903329,ID,0,0,0,0,1,1,1
201903330,ID,0,0,0,0,0,0,0
201903331,ID,0,1,1,1,0,1,1
201903332,ID,0,0,0,1,1,1,1
201903333,ID,1,1,1,1,1,1,1
201903334,ID,1,1,1,1,1,1,1
201903335,ID,1,1,1,1,1,1,1
201903336,ID,0,1,1,1,1,1,1
201903337,ID,0,0,0,0,0,0,0
201903338,ID,1,0,1,1,1,1,0
201903339,ID,0,0,0,0,0,0,0
201903340,ID,0,1,0,1,1,0,0
201903341,ID,0,1,1,1,1,1,1
201903342,ID,0,1,1,1,1,1,0
201903343,ID,1,0,0,1,1,1,0
201903344,ID,0,1,1,1,1,1,1
201903345,ID,0,0,1,1,1,1,1
201903346,ID,0,1,1,1,1,1,1
201903347,ID,1,1,1,1,1,1,1
201903348,ID,0,1,1,1,1,1,1
201903349,ID,0,1,1,1,1,1,1
201903350,ID,1,1,1,1,1,1,0
201903351,ID,1,0,0,1,1,0,0
201903352,ID,0,0,0,0,0,0,1
201903353,ID,0,0,0,1,0,0,0
201903354,ID,0,1,1,1,1,1,1
201903355,ID,0,0,1,1,1,1,0
201903356,ID,0,-1,-1,-1,-1,-1,-1
201903357,ID,0,0,0,1,1,1,0
201903358,ID,0,1,1,1,1,1,1
201903359,ID,0,1,1,1,1,1,1
201903360,ID,1,1,1,1,1,1,1
201903361,ID,0,1,1,1,1,1,1
201903362,ID,0,1,1,1,1,1,1
201903363,ID,1,0,0,1,1,1,1
201903364,ID,0,0,1,0,0,0,0
201903365,ID,1,0,0,0,0,0,0
201903366,ID,0,1,1,1,1,1,1
201903367,ID,1,1,1,1,0,1,1
201903368,ID,0,0,1,0,0,0,0
201903369,ID,1,1,0,0,0,1,0
201903370,ID,0,0,0,1,1,1,0
201903371,ID,1,1,1,1,1,1,1
201903372,ID,0,0,0,0,0,0,0
201903373,ID,0,1,1,1,0,0,0
201903374,ID,0,1,1,1,1,1,1
201903375,ID,1,1,1,1,1,1,1
201903376,ID,0,1,1,1,1,1,1
201903377,ID,1,0,1,1,1,1,1
201903378,ID,0,0,0,0,1,0,0
201903379,ID,0,0,1,0,1,1,1
201903380,ID,0,0,0,0,0,1,0
201903381,ID,1,0,0,0,1,1,1
201903382,ID,0,0,0,1,0,0,0
201903383,ID,0,1,1,1,1,1,1
201903384,ID,1,1,1,1,1,1,0
201903385,ID,0,1,1,1,1,1,1
201903386,ID,0,0,0,0,0,0,0
201903387,ID,0,0,0,0,0,0,0
201903388,ID,0,0,0,1,1,1,0
201903389,ID,0,0,0,1,1,1,1
201903390,ID,1,1,1,1,1,1,1
201903391,ID,1,1,1,1,1,1,1
201903392,ID,0,0,0,1,0,0,0
201903393,ID,0,1,1,1,0,1,1
201903394,ID,0,-1,-1,-1,-1,-1,-1
201903395,ID,0,1,1,0,0,1,0
201903396,ID,0,1,1,1,1,1,0
201903397,ID,0,1,0,1,1,0,0
201903398,ID,0,1,1,1,1,1,0
201903399,ID,0,0,0,0,0,0,0
201903400,ID,0,1,1,1,1,1,1
201903401,ID,0,1,1,1,0,0,0
201903402,ID,1,0,0,1,1,1,1
201903403,ID,0,0,0,1,0,0,0
201903404,ID,0,1,1,1,1,1,1
201903405,ID,0,0,0,0,0,0,0
201903406,ID,1,1,1,0,1,1,1
201903407,ID,0,0,0,0,0,1,0
201903408,ID,0,0,0,1,0,0,0
201903409,ID,0,0,0,0,0,0,0
201903410,ID,0,0,0,0,0,0,0
201903411,ID,0,1,1,1,1,1,1
201903412,ID,1,0,0,0,1,0,0
201903413,ID,0,1,1,0,1,1,1
201903414,ID,0,0,1,0,0,0,0
201903415,ID,0,0,0,0,0,0,0
201903416,ID,0,-1,-1,-1,-1,-1,-1
201903417,ID,1,0,1,0,1,1,1
201903418,ID,1,1,1,1,1,1,1
201903419,ID,0,0,1,0,1,1,0
201903420,ID,1,0,0,0,0,0,0
201903421,ID,1,0,0,0,0,0,0
201903422,IL,0,1,0,0,1,0,1
201903423,IL,0,0,0,0,1,0,0
201903424,IL,0,0,0,1,0,0,0
201903425,IL,0,1,0,0,1,1,1
201903426,IL,0,1,1,1,1,1,0
201903427,IL,0,1,1,1,1,1,0
201903428,IL,0,0,0,1,1,1,0
201903429,IL,0,1,1,1,1,1,0
201903430,IL,0,0,0,0,0,0,0
201903431,IL,0,1,1,1,0,0,0
201903432,IL,0,1,1,1,1,1,0
201903433,IL,0,0,1,1,0,0,0
201903434,IL,0,1,1,1,1,0,1
201903435,IL,0,0,1,0,0,0,0
201903436,IL,0,0,0,0,1,1,1
201903437,IL,0,1,1,1,0,0,0
201903438,IL,0,1,1,1,0,0,0
201903439,IL,0,0,1,0,0,0,0
201903440,IL,0,0,0,1,1,0,1
201903441,IL,0,1,1,1,1,1,1
201903442,IL,0,0,1,1,0,0,0
201903443,IL,0,1,1,1,0,0,0
201903444,IL,0,1,1,1,0,0,0
201903445,IL,0,1,1,1,0,0,0
201903446,IL,0,0,0,0,0,0,0
201903447,IL,0,1,1,1,1,1,1
201903448,IL,1,1,1,1,1,0,0
201903449,IL,1,0,0,0,0,0,0
201903450,IL,0,0,0,0,0,0,0
201903451,IL,0,0,0,0,0,0,0
201903452,IL,1,0,0,0,0,0,0
201903453,IL,0,0,0,0,0,0,0
201903454,IL,0,0,0,1,1,0,0
201903455,IL,0,0,0,0,0,0,0
201903456,IL,1,0,0,0,1,0,0
201903457,IL,0,1,1,0,0,0,0
201903458,IL,0,1,1,1,1,0,0
201903459,IL,1,0,0,1,1,1,1
201903460,IL,0,0,0,1,0,0,0
201903461,IL,0,0,0,0,0,0,0
201903462,IL,0,0,0,0,0,0,0
201903463,IL,1,1,1,1,0,0,0
201903464,IL,0,0,0,0,0,0,0
201903465,IL,1,0,0,0,0,0,0
201903466,IL,0,0,1,0,0,0,0
201903467,IL,0,1,1,1,0,0,0
201903468,IL,0,0,0,0,0,0,0
201903469,IL,0,0,1,0,0,0,0
201903470,IL,1,0,0,0,0,0,0
201903471,IL,0,0,0,0,0,0,0
201903472,IL,0,0,0,1,0,0,0
201903473,IL,0,1,1,0,1,0,0
201903474,IL,1,0,0,1,1,0,1
201903475,IL,0,0,0,0,0,0,0
201903476,IL,1,1,1,1,0,0,0
201903477,IL,0,0,0,0,0,0,0
201903478,IL,0,0,0,0,0,0,0
201903479,IL,1,1,1,1,0,0,0
201903480,IL,0,0,0,0,0,0,0
201903481,IL,0,0,0,0,0,0,0
201903482,IL,0,0,0,1,0,0,0
201903483,IL,1,0,0,0,0,0,0
201903484,IL,0,0,0,1,0,0,0
201903485,IL,0,0,0,0,0,0,0
201903486,IL,0,0,0,0,0,0,0
201903487,IL,0,0,0,0,0,0,0
201903488,IL,0,0,0,1,1,1,0
201903489,IL,0,1,0,1,0,0,0
201903490,IL,0,0,0,0,0,0,0
201903491,IL,0,0,0,0,0,0,0
201903492,IL,0,0,1,0,0,0,0
201903493,IL,0,0,0,0,0,0,0
201903494,IL,0,0,0,0,0,0,0
201903495,IL,1,1,1,1,0,0,0
201903496,IL,1,1,0,1,0,1,0
201903497,IL,0,0,0,0,0,0,0
201903498,IL,0,0,0,0,0,0,0
201903499,IL,0,1,1,1,1,0,0
201903500,IL,0,0,0,1,0,0,0
201903501,IL,0,0,0,1,0,0,0
201903502,IL,0,1,1,1,0,0,0
201903503,IL,0,0,0,0,0,0,0
201903504,IL,0,0,0,0,0,0,1
201903505,IL,0,0,0,0,0,0,0
201903506,IL,0,0,0,1,1,1,0
201903507,IL,0,0,1,0,0,1,0
201903508,IL,0,1,1,0,1,0,0
201903509,IL,0,0,1,0,0,0,0
201903510,IL,0,0,1,0,0,0,0
201903511,IL,0,0,1,0,0,0,0
201903512,IL,0,0,1,0,0,0,0
201903513,IL,0,0,0,0,0,0,0
201903514,IL,1,1,1,1,1,0,0
201903515,IL,0,0,0,0,0,0,0
201903516,IL,0,0,0,0,0,0,0
201903517,IL,0,0,0,0,0,0,0
201903518,IL,0,0,0,1,0,0,0
201903519,IL,1,0,1,1,1,0,0
201903520,IL,1,0,1,1,1,1,1
201903521,IL,1,0,0,0,1,1,0
201903522,IL,0,1,0,1,1,1,0
201903523,IL,1,0,0,0,0,0,0
201903524,IL,1,1,1,1,1,0,0
201903525,IL,1,0,0,0,0,0,0
201903526,IL,0,0,1,1,0,1,0
201903527,IL,0,0,0,1,1,0,0
201903528,IL,0,0,0,0,0,0,0
201903529,IL,0,0,0,1,0,0,0
201903530,IL,0,0,0,0,0,0,0
201903531,IL,0,1,0,1,0,0,0
201903532,IL,0,0,0,0,1,0,0
201903533,IL,0,0,0,0,0,0,0
201903534,IL,0,0,0,1,0,0,0
201903535,IL,0,0,1,1,0,0,0
201903536,IL,0,0,0,0,0,0,0
201903537,IL,1,1,1,1,1,1,1
201903538,IL,0,1,0,0,1,0,0
201903539,IL,1,1,1,1,1,1,1
201903540,IL,0,0,1,0,1,0,0
201903541,IL,1,0,1,1,1,0,0
201903542,IL,0,0,1,0,0,0,0
201903543,IL,1,0,0,0,1,0,0
201903544,IL,1,1,1,1,1,1,0
201903545,IL,1,1,1,0,1,1,1
201903546,IL,0,1,0,1,0,0,0
201903547,IL,0,0,0,0,0,0,0
201903548,IL,1,0,0,0,1,0,1
201903549,IL,0,0,0,0,0,0,0
201903550,IL,0,0,0,0,0,0,0
201903551,IL,1,0,0,0,0,0,0
201903552,IL,0,0,0,0,0,0,0
201903553,IL,0,0,0,1,0,0,0
201903554,IL,1,0,0,0,0,0,0
201903555,IL,0,0,1,0,0,0,0
201903556,IL,0,0,0,0,0,0,0
201903557,IL,0,1,1,0,0,0,0
201903558,IL,0,0,0,1,0,0,0
201903559,IL,1,0,0,1,0,0,1
201903560,IL,0,1,0,1,1,0,0
201903561,IL,1,0,0,0,0,0,0
201903562,IL,0,0,1,1,1,0,0
201903563,IL,1,1,1,1,0,0,0
201903564,IL,0,0,0,0,0,0,0
201903565,IL,0,0,1,1,0,0,0
201903566,IL,0,0,0,0,0,0,0
201903567,IL,1,1,1,0,1,1,1
201903568,IL,0,1,0,0,1,1,0
201903569,IL,0,1,1,1,0,1,1
201903570,IL,0,1,1,1,0,1,0
201903571,IL,1,1,1,1,1,1,0
201903572,IL,0,1,1,0,0,0,0
201903573,IL,0,0,1,0,0,1,0
