region,case_state,year,govt_fund,lgbtq_perc,lgbtq_perc_actual,lgbtq_total,n,govt_total,perc_confirmed,lgbtq_actual,t,n_facility,state_policy,temp_id,t2,l_lgbtq_total,l_state_policy,l_govt_fund,l2_lgbtq_total,l2_state_policy,l2_govt_fund,l3_lgbtq_total,l3_state_policy,l3_govt_fund,l4_lgbtq_total,l4_state_policy,l4_govt_fund,l5_lgbtq_total,l5_state_policy,l5_govt_fund,l6_lgbtq_total,l6_state_policy,l6_govt_fund,l_lgbtq_perc,l2_lgbtq_perc,l3_lgbtq_perc,l4_lgbtq_perc,l5_lgbtq_perc,l6_lgbtq_perc,l_lgbtq_actual,l2_lgbtq_actual,l3_lgbtq_actual,l4_lgbtq_actual,l5_lgbtq_actual,l6_lgbtq_actual,l_lgbtq_perc_actual,l2_lgbtq_perc_actual,l3_lgbtq_perc_actual,l4_lgbtq_perc_actual,l5_lgbtq_perc_actual,l6_lgbtq_perc_actual
north carolina,27,2010,48.25,5.5,0.356756756756757,22,400,193,0.0648648648648649,1.42702702702703,1,484.658603205439,16.8674698795181,27,1,2,4.81927710843374,83.0188679245283,15.9820414605564,0,75.4901960784314,6,12.0481927710843,80.6818181818182,22,31.3253012048193,51.9480519480519,25,7.2289156626506,58.5263157894737,7,43.3734939759036,35.7541899441341,3.77358490566038,4.43296151641029,2.27272727272727,7.14285714285714,5.26315789473684,3.91061452513966,0.0909090909090909,4.03331190505423,0.342857142857143,2.98765432098765,4.20560747663551,1.85294117647059,0.171526586620926,1.09802865903318,0.12987012987013,0.970017636684303,0.88539104771274,1.03516266841932
north dakota,28,2010,40.3508771929825,3.50877192982456,0.87719298245614,2,57,23,0.25,0.5,1,163.784301188189,2.40963855421687,28,1,22,16.8674698795181,48.25,2,4.81927710843374,83.0188679245283,15.9820414605564,0,75.4901960784314,6,12.0481927710843,80.6818181818182,22,31.3253012048193,51.9480519480519,25,7.2289156626506,58.5263157894737,5.5,3.77358490566038,4.43296151641029,2.27272727272727,7.14285714285714,5.26315789473684,1.42702702702703,0.0909090909090909,4.03331190505423,0.342857142857143,2.98765432098765,4.20560747663551,0.356756756756757,0.171526586620926,1.09802865903318,0.12987012987013,0.970017636684303,0.88539104771274
nebraska,29,2010,81.7391304347826,2.60869565217391,0.961098398169336,3,115,94,0.368421052631579,1.10526315789474,1,83.5604201340329,14.4578313253012,29,1,2,2.40963855421687,40.3508771929825,22,16.8674698795181,48.25,2,4.81927710843374,83.0188679245283,15.9820414605564,0,75.4901960784314,6,12.0481927710843,80.6818181818182,22,31.3253012048193,51.9480519480519,3.50877192982456,5.5,3.77358490566038,4.43296151641029,2.27272727272727,7.14285714285714,0.5,1.42702702702703,0.0909090909090909,4.03331190505423,0.342857142857143,2.98765432098765,0.87719298245614,0.356756756756757,0.171526586620926,1.09802865903318,0.12987012987013,0.970017636684303
new hampshire,30,2010,63.4615384615385,3.84615384615385,0,2,52,33,0,0,1,268.314862378074,38.5542168674699,30,1,3,14.4578313253012,81.7391304347826,2,2.40963855421687,40.3508771929825,22,16.8674698795181,48.25,2,4.81927710843374,83.0188679245283,15.9820414605564,0,75.4901960784314,6,12.0481927710843,80.6818181818182,2.60869565217391,3.50877192982456,5.5,3.77358490566038,4.43296151641029,2.27272727272727,1.10526315789474,0.5,1.42702702702703,0.0909090909090909,4.03331190505423,0.342857142857143,0.961098398169336,0.87719298245614,0.356756756756757,0.171526586620926,1.09802865903318,0.12987012987013
new jersey,31,2010,60.2985074626866,7.46268656716418,0.740571949413239,25,335,202,0.099236641221374,2.48091603053435,1,306.985289135923,36.144578313253,31,1,2,38.5542168674699,63.4615384615385,3,14.4578313253012,81.7391304347826,2,2.40963855421687,40.3508771929825,22,16.8674698795181,48.25,2,4.81927710843374,83.0188679245283,15.9820414605564,0,75.4901960784314,3.84615384615385,2.60869565217391,3.50877192982456,5.5,3.77358490566038,4.43296151641029,0,1.10526315789474,0.5,1.42702702702703,0.0909090909090909,4.03331190505423,0,0.961098398169336,0.87719298245614,0.356756756756757,0.171526586620926,1.09802865903318
new mexico,32,2010,78.0141843971631,9.9290780141844,1.36952800195647,14,141,110,0.137931034482759,1.93103448275862,1,161.043516522645,33.7349397590361,32,1,25,36.144578313253,60.2985074626866,2,38.5542168674699,63.4615384615385,3,14.4578313253012,81.7391304347826,2,2.40963855421687,40.3508771929825,22,16.8674698795181,48.25,2,4.81927710843374,83.0188679245283,7.46268656716418,3.84615384615385,2.60869565217391,3.50877192982456,5.5,3.77358490566038,2.48091603053435,0,1.10526315789474,0.5,1.42702702702703,0.0909090909090909,0.740571949413239,0,0.961098398169336,0.87719298245614,0.356756756756757,0.171526586620926
nevada,33,2010,60.7142857142857,5.95238095238095,0.946969696969697,5,84,51,0.159090909090909,0.795454545454545,1,279.978361880904,33.7349397590361,33,1,14,33.7349397590361,78.0141843971631,25,36.144578313253,60.2985074626866,2,38.5542168674699,63.4615384615385,3,14.4578313253012,81.7391304347826,2,2.40963855421687,40.3508771929825,22,16.8674698795181,48.25,9.9290780141844,7.46268656716418,3.84615384615385,2.60869565217391,3.50877192982456,5.5,1.93103448275862,2.48091603053435,0,1.10526315789474,0.5,1.42702702702703,1.36952800195647,0.740571949413239,0,0.961098398169336,0.87719298245614,0.356756756756757
new york,34,2010,58.2,7.7,1.07130434782609,77,1000,582,0.139130434782609,10.7130434782609,1,530.40736862442,26.5060240963855,34,1,5,33.7349397590361,60.7142857142857,14,33.7349397590361,78.0141843971631,25,36.144578313253,60.2985074626866,2,38.5542168674699,63.4615384615385,3,14.4578313253012,81.7391304347826,2,2.40963855421687,40.3508771929825,5.95238095238095,9.9290780141844,7.46268656716418,3.84615384615385,2.60869565217391,3.50877192982456,0.795454545454545,1.93103448275862,2.48091603053435,0,1.10526315789474,0.5,0.946969696969697,1.36952800195647,0.740571949413239,0,0.961098398169336,0.87719298245614
ohio,35,2010,71.8498659517426,1.07238605898123,0.131696533559099,4,373,268,0.12280701754386,0.491228070175439,1,291.951962738346,2.40963855421687,35,1,77,26.5060240963855,58.2,5,33.7349397590361,60.7142857142857,14,33.7349397590361,78.0141843971631,25,36.144578313253,60.2985074626866,2,38.5542168674699,63.4615384615385,3,14.4578313253012,81.7391304347826,7.7,5.95238095238095,9.9290780141844,7.46268656716418,3.84615384615385,2.60869565217391,10.7130434782609,0.795454545454545,1.93103448275862,2.48091603053435,0,1.10526315789474,1.07130434782609,0.946969696969697,1.36952800195647,0.740571949413239,0,0.961098398169336
oklahoma,36,2010,62.303664921466,3.66492146596859,0.466444550214184,7,191,119,0.127272727272727,0.890909090909091,1,304.732695032833,7.2289156626506,36,1,4,2.40963855421687,71.8498659517426,77,26.5060240963855,58.2,5,33.7349397590361,60.7142857142857,14,33.7349397590361,78.0141843971631,25,36.144578313253,60.2985074626866,2,38.5542168674699,63.4615384615385,1.07238605898123,7.7,5.95238095238095,9.9290780141844,7.46268656716418,3.84615384615385,0.491228070175439,10.7130434782609,0.795454545454545,1.93103448275862,2.48091603053435,0,0.131696533559099,1.07130434782609,0.946969696969697,1.36952800195647,0.740571949413239,0
oregon,37,2010,62.0535714285714,8.92857142857143,0.700280112044818,20,224,139,0.0784313725490196,1.56862745098039,1,307.787545414505,36.144578313253,37,1,7,7.2289156626506,62.303664921466,4,2.40963855421687,71.8498659517426,77,26.5060240963855,58.2,5,33.7349397590361,60.7142857142857,14,33.7349397590361,78.0141843971631,25,36.144578313253,60.2985074626866,3.66492146596859,1.07238605898123,7.7,5.95238095238095,9.9290780141844,7.46268656716418,0.890909090909091,0.491228070175439,10.7130434782609,0.795454545454545,1.93103448275862,2.48091603053435,0.466444550214184,0.131696533559099,1.07130434782609,0.946969696969697,1.36952800195647,0.740571949413239
pennsylvania,38,2010,60.4127579737336,6.56660412757974,1.48118890095784,35,533,322,0.225563909774436,7.89473684210526,1,298.718155897797,19.2771084337349,38,1,20,36.144578313253,62.0535714285714,7,7.2289156626506,62.303664921466,4,2.40963855421687,71.8498659517426,77,26.5060240963855,58.2,5,33.7349397590361,60.7142857142857,14,33.7349397590361,78.0141843971631,8.92857142857143,3.66492146596859,1.07238605898123,7.7,5.95238095238095,9.9290780141844,1.56862745098039,0.890909090909091,0.491228070175439,10.7130434782609,0.795454545454545,1.93103448275862,0.700280112044818,0.466444550214184,0.131696533559099,1.07130434782609,0.946969696969697,1.36952800195647
rhode island,39,2010,67.9245283018868,7.54716981132075,1.07816711590296,4,53,36,0.142857142857143,0.571428571428571,1,205.228754648383,33.7349397590361,39,1,35,19.2771084337349,60.4127579737336,20,36.144578313253,62.0535714285714,7,7.2289156626506,62.303664921466,4,2.40963855421687,71.8498659517426,77,26.5060240963855,58.2,5,33.7349397590361,60.7142857142857,6.56660412757974,8.92857142857143,3.66492146596859,1.07238605898123,7.7,5.95238095238095,7.89473684210526,1.56862745098039,0.890909090909091,0.491228070175439,10.7130434782609,0.795454545454545,1.48118890095784,0.700280112044818,0.466444550214184,0.131696533559099,1.07130434782609,0.946969696969697
south carolina,40,2010,56.3106796116505,3.88349514563107,0.277392510402219,4,103,58,0.0714285714285714,0.285714285714286,1,325.390335623732,2.40963855421687,40,1,4,33.7349397590361,67.9245283018868,35,19.2771084337349,60.4127579737336,20,36.144578313253,62.0535714285714,7,7.2289156626506,62.303664921466,4,2.40963855421687,71.8498659517426,77,26.5060240963855,58.2,7.54716981132075,6.56660412757974,8.92857142857143,3.66492146596859,1.07238605898123,7.7,0.571428571428571,7.89473684210526,1.56862745098039,0.890909090909091,0.491228070175439,10.7130434782609,1.07816711590296,1.48118890095784,0.700280112044818,0.466444550214184,0.131696533559099,1.07130434782609
south dakota,41,2010,78.1818181818182,1.81818181818182,0.202020202020202,1,55,43,0.111111111111111,0.111111111111111,1,296.560628603558,4.81927710843374,41,1,4,2.40963855421687,56.3106796116505,4,33.7349397590361,67.9245283018868,35,19.2771084337349,60.4127579737336,20,36.144578313253,62.0535714285714,7,7.2289156626506,62.303664921466,4,2.40963855421687,71.8498659517426,3.88349514563107,7.54716981132075,6.56660412757974,8.92857142857143,3.66492146596859,1.07238605898123,0.285714285714286,0.571428571428571,7.89473684210526,1.56862745098039,0.890909090909091,0.491228070175439,0.277392510402219,1.07816711590296,1.48118890095784,0.700280112044818,0.466444550214184,0.131696533559099
tennessee,42,2010,69.3069306930693,2.47524752475248,0.123762376237624,5,202,140,0.05,0.25,1,279.234774544947,14.4578313253012,42,1,1,4.81927710843374,78.1818181818182,4,2.40963855421687,56.3106796116505,4,33.7349397590361,67.9245283018868,35,19.2771084337349,60.4127579737336,20,36.144578313253,62.0535714285714,7,7.2289156626506,62.303664921466,1.81818181818182,3.88349514563107,7.54716981132075,6.56660412757974,8.92857142857143,3.66492146596859,0.111111111111111,0.285714285714286,0.571428571428571,7.89473684210526,1.56862745098039,0.890909090909091,0.202020202020202,0.277392510402219,1.07816711590296,1.48118890095784,0.700280112044818,0.466444550214184
texas,43,2010,55.726872246696,4.40528634361234,0.422907488986784,20,454,253,0.096,1.92,1,309.439967620359,24.0963855421687,43,1,5,14.4578313253012,69.3069306930693,1,4.81927710843374,78.1818181818182,4,2.40963855421687,56.3106796116505,4,33.7349397590361,67.9245283018868,35,19.2771084337349,60.4127579737336,20,36.144578313253,62.0535714285714,2.47524752475248,1.81818181818182,3.88349514563107,7.54716981132075,6.56660412757974,8.92857142857143,0.25,0.111111111111111,0.285714285714286,0.571428571428571,7.89473684210526,1.56862745098039,0.123762376237624,0.202020202020202,0.277392510402219,1.07816711590296,1.48118890095784,0.700280112044818
utah,44,2010,44.5205479452055,9.58904109589041,1.22936424306287,14,146,65,0.128205128205128,1.79487179487179,1,183.206584659662,4.81927710843374,44,1,20,24.0963855421687,55.726872246696,5,14.4578313253012,69.3069306930693,1,4.81927710843374,78.1818181818182,4,2.40963855421687,56.3106796116505,4,33.7349397590361,67.9245283018868,35,19.2771084337349,60.4127579737336,4.40528634361234,2.47524752475248,1.81818181818182,3.88349514563107,7.54716981132075,6.56660412757974,1.92,0.25,0.111111111111111,0.285714285714286,0.571428571428571,7.89473684210526,0.422907488986784,0.123762376237624,0.202020202020202,0.277392510402219,1.07816711590296,1.48118890095784
