state,case_state,year,lgbtq_total,govt_total,lgbtq_perc,govt_fund,t,state_policy,temp_id,t2,l_lgbtq_total,l_state_policy,l_govt_fund,l2_lgbtq_total,l2_state_policy,l2_govt_fund,l3_lgbtq_total,l3_state_policy,l3_govt_fund,l4_lgbtq_total,l4_state_policy,l4_govt_fund,l5_lgbtq_total,l5_state_policy,l5_govt_fund,l6_lgbtq_total,l6_state_policy,l6_govt_fund,l_lgbtq_perc,l2_lgbtq_perc,l3_lgbtq_perc,l4_lgbtq_perc,l5_lgbtq_perc,l6_lgbtq_perc,fd_govt_fund,fd_l_govt_fund,fd_l2_govt_fund,fd_l3_govt_fund,fd_l4_govt_fund
wyoming,50,2014,16,54,29.09090909090909,98.18181818181819,1,6.896551724137931,50,1,24,9.195402298850574,88.88888888888889,116,73.5632183908046,81.81818181818183,54,89.65517241379311,92.6923076923077,20,89.65517241379311,91.76470588235294,71,39.08045977011494,93.0379746835443,29,16.091954022988507,86.5546218487395,20.51282051282051,25.108225108225106,20.76923076923077,23.52941176470588,22.468354430379748,24.369747899159663,9.292929292929301,7.0707070707070585,-10.874125874125866,0.9276018099547514,-1.2732688011913638
alaska,1,2015,17,95,16.50485436893204,92.23300970873787,2,11.39240506329114,51,4,16,6.896551724137931,98.18181818181819,24,9.195402298850574,88.88888888888889,116,73.5632183908046,81.81818181818183,54,89.65517241379311,92.6923076923077,20,89.65517241379311,91.76470588235294,71,39.08045977011494,93.0379746835443,29.09090909090909,20.51282051282051,25.108225108225106,20.76923076923077,23.52941176470588,22.468354430379748,-5.9488084730803195,9.292929292929301,7.0707070707070585,-10.874125874125866,0.9276018099547514
alabama,2,2015,16,178,8.121827411167512,90.35532994923858,2,0,52,4,17,11.39240506329114,92.23300970873787,16,6.896551724137931,98.18181818181819,24,9.195402298850574,88.88888888888889,116,73.5632183908046,81.81818181818183,54,89.65517241379311,92.6923076923077,20,89.65517241379311,91.76470588235294,16.50485436893204,29.09090909090909,20.51282051282051,25.108225108225106,20.76923076923077,23.52941176470588,-1.8776797594992871,-5.9488084730803195,9.292929292929301,7.0707070707070585,-10.874125874125866
arkansas,3,2015,20,188,7.722007722007722,72.58687258687259,2,8.860759493670885,53,4,16,0,90.35532994923858,17,11.39240506329114,92.23300970873787,16,6.896551724137931,98.18181818181819,24,9.195402298850574,88.88888888888889,116,73.5632183908046,81.81818181818183,54,89.65517241379311,92.6923076923077,8.121827411167512,16.50485436893204,29.09090909090909,20.51282051282051,25.108225108225106,20.76923076923077,-17.768457362365993,-1.8776797594992871,-5.9488084730803195,9.292929292929301,7.0707070707070585
arizona,4,2015,87,316,22.53886010362694,81.86528497409327,2,12.025316455696203,54,4,20,8.860759493670885,72.58687258687259,16,0,90.35532994923858,17,11.39240506329114,92.23300970873787,16,6.896551724137931,98.18181818181819,24,9.195402298850574,88.88888888888889,116,73.5632183908046,81.81818181818183,7.722007722007722,8.121827411167512,16.50485436893204,29.09090909090909,20.51282051282051,25.108225108225106,9.278412387220683,-17.768457362365993,-1.8776797594992871,-5.9488084730803195,9.292929292929301
california,5,2015,210,757,23.001095290251918,82.91347207009858,2,76.58227848101265,55,4,87,12.025316455696203,81.86528497409327,20,8.860759493670885,72.58687258687259,16,0,90.35532994923858,17,11.39240506329114,92.23300970873787,16,6.896551724137931,98.18181818181819,24,9.195402298850574,88.88888888888889,22.53886010362694,7.722007722007722,8.121827411167512,16.50485436893204,29.09090909090909,20.51282051282051,1.0481870960053072,9.278412387220683,-17.768457362365993,-1.8776797594992871,-5.9488084730803195
colorado,6,2015,42,190,20.689655172413794,93.59605911330048,2,60.12658227848101,56,4,210,76.58227848101265,82.91347207009858,87,12.025316455696203,81.86528497409327,20,8.860759493670885,72.58687258687259,16,0,90.35532994923858,17,11.39240506329114,92.23300970873787,16,6.896551724137931,98.18181818181819,23.001095290251918,22.53886010362694,7.722007722007722,8.121827411167512,16.50485436893204,29.09090909090909,10.682587043201906,1.0481870960053072,9.278412387220683,-17.768457362365993,-1.8776797594992871
connecticut,7,2015,47,206,19.502074688796682,85.47717842323651,2,62.0253164556962,57,4,42,60.12658227848101,93.59605911330048,210,76.58227848101265,82.91347207009858,87,12.025316455696203,81.86528497409327,20,8.860759493670885,72.58687258687259,16,0,90.35532994923858,17,11.39240506329114,92.23300970873787,20.689655172413794,23.001095290251918,22.53886010362694,7.722007722007722,8.121827411167512,16.50485436893204,-8.118880690063975,10.682587043201906,1.0481870960053072,9.278412387220683,-17.768457362365993
delaware,8,2015,9,28,29.03225806451613,90.32258064516128,2,40.50632911392405,58,4,47,62.0253164556962,85.47717842323651,42,60.12658227848101,93.59605911330048,210,76.58227848101265,82.91347207009858,87,12.025316455696203,81.86528497409327,20,8.860759493670885,72.58687258687259,16,0,90.35532994923858,19.502074688796682,20.689655172413794,23.001095290251918,22.53886010362694,7.722007722007722,8.121827411167512,4.845402221924772,-8.118880690063975,10.682587043201906,1.0481870960053072,9.278412387220683
florida,9,2015,112,430,21.414913957934992,82.21797323135756,2,17.088607594936708,59,4,9,40.50632911392405,90.32258064516128,47,62.0253164556962,85.47717842323651,42,60.12658227848101,93.59605911330048,210,76.58227848101265,82.91347207009858,87,12.025316455696203,81.86528497409327,20,8.860759493670885,72.58687258687259,29.03225806451613,19.502074688796682,20.689655172413794,23.001095290251918,22.53886010362694,7.722007722007722,-8.10460741380372,4.845402221924772,-8.118880690063975,10.682587043201906,1.0481870960053072
georgia,10,2015,51,200,21.610169491525426,84.7457627118644,2,3.79746835443038,60,4,112,17.088607594936708,82.21797323135756,9,40.50632911392405,90.32258064516128,47,62.0253164556962,85.47717842323651,42,60.12658227848101,93.59605911330048,210,76.58227848101265,82.91347207009858,87,12.025316455696203,81.86528497409327,21.414913957934992,29.03225806451613,19.502074688796682,20.689655172413794,23.001095290251918,22.53886010362694,2.52778948050684,-8.10460741380372,4.845402221924772,-8.118880690063975,10.682587043201906
hawaii,11,2015,8,41,17.02127659574468,87.2340425531915,2,41.77215189873418,61,4,51,3.79746835443038,84.7457627118644,112,17.088607594936708,82.21797323135756,9,40.50632911392405,90.32258064516128,47,62.0253164556962,85.47717842323651,42,60.12658227848101,93.59605911330048,210,76.58227848101265,82.91347207009858,21.610169491525426,21.414913957934992,29.03225806451613,19.502074688796682,20.689655172413794,23.001095290251918,2.488279841327099,2.52778948050684,-8.10460741380372,4.845402221924772,-8.118880690063975
iowa,12,2015,10,152,6.024096385542169,91.56626506024097,2,35.44303797468354,62,4,8,41.77215189873418,87.2340425531915,51,3.79746835443038,84.7457627118644,112,17.088607594936708,82.21797323135756,9,40.50632911392405,90.32258064516128,47,62.0253164556962,85.47717842323651,42,60.12658227848101,93.59605911330048,17.02127659574468,21.610169491525426,21.414913957934992,29.03225806451613,19.502074688796682,20.689655172413794,4.332222507049465,2.488279841327099,2.52778948050684,-8.10460741380372,4.845402221924772
idaho,13,2015,54,170,27.1356783919598,85.42713567839196,2,12.025316455696203,63,4,10,35.44303797468354,91.56626506024097,8,41.77215189873418,87.2340425531915,51,3.79746835443038,84.7457627118644,112,17.088607594936708,82.21797323135756,9,40.50632911392405,90.32258064516128,47,62.0253164556962,85.47717842323651,6.024096385542169,17.02127659574468,21.610169491525426,21.414913957934992,29.03225806451613,19.502074688796682,-6.139129381849003,4.332222507049465,2.488279841327099,2.52778948050684,-8.10460741380372
illinois,14,2015,46,371,10.290827740492169,82.99776286353467,2,56.32911392405063,64,4,54,12.025316455696203,85.42713567839196,10,35.44303797468354,91.56626506024097,8,41.77215189873418,87.2340425531915,51,3.79746835443038,84.7457627118644,112,17.088607594936708,82.21797323135756,9,40.50632911392405,90.32258064516128,27.1356783919598,6.024096385542169,17.02127659574468,21.610169491525426,21.414913957934992,29.03225806451613,-2.429372814857288,-6.139129381849003,4.332222507049465,2.488279841327099,2.52778948050684
indiana,15,2015,31,279,10.197368421052632,91.77631578947368,2,15.18987341772152,65,4,46,56.32911392405063,82.99776286353467,54,12.025316455696203,85.42713567839196,10,35.44303797468354,91.56626506024097,8,41.77215189873418,87.2340425531915,51,3.79746835443038,84.7457627118644,112,17.088607594936708,82.21797323135756,10.290827740492169,27.1356783919598,6.024096385542169,17.02127659574468,21.610169491525426,21.414913957934992,8.77855292593901,-2.429372814857288,-6.139129381849003,4.332222507049465,2.488279841327099
kansas,16,2015,10,117,7.6923076923076925,90,2,13.924050632911392,66,4,31,15.18987341772152,91.77631578947368,46,56.32911392405063,82.99776286353467,54,12.025316455696203,85.42713567839196,10,35.44303797468354,91.56626506024097,8,41.77215189873418,87.2340425531915,51,3.79746835443038,84.7457627118644,10.197368421052632,10.290827740492169,27.1356783919598,6.024096385542169,17.02127659574468,21.610169491525426,-1.776315789473685,8.77855292593901,-2.429372814857288,-6.139129381849003,4.332222507049465
kentucky,17,2015,37,189,16.972477064220186,86.69724770642202,2,11.39240506329114,67,4,10,13.924050632911392,90,31,15.18987341772152,91.77631578947368,46,56.32911392405063,82.99776286353467,54,12.025316455696203,85.42713567839196,10,35.44303797468354,91.56626506024097,8,41.77215189873418,87.2340425531915,7.6923076923076925,10.197368421052632,10.290827740492169,27.1356783919598,6.024096385542169,17.02127659574468,-3.3027522935779814,-1.776315789473685,8.77855292593901,-2.429372814857288,-6.139129381849003
louisiana,18,2015,31,118,16.666666666666664,63.44086021505376,2,2.5316455696202533,68,4,37,11.39240506329114,86.69724770642202,10,13.924050632911392,90,31,15.18987341772152,91.77631578947368,46,56.32911392405063,82.99776286353467,54,12.025316455696203,85.42713567839196,10,35.44303797468354,91.56626506024097,16.972477064220186,7.6923076923076925,10.197368421052632,10.290827740492169,27.1356783919598,6.024096385542169,-23.256387491368258,-3.3027522935779814,-1.776315789473685,8.77855292593901,-2.429372814857288
massachusetts,19,2015,74,266,21.764705882352942,78.23529411764706,2,61.39240506329114,69,4,31,2.5316455696202533,63.44086021505376,37,11.39240506329114,86.69724770642202,10,13.924050632911392,90,31,15.18987341772152,91.77631578947368,46,56.32911392405063,82.99776286353467,54,12.025316455696203,85.42713567839196,16.666666666666664,16.972477064220186,7.6923076923076925,10.197368421052632,10.290827740492169,27.1356783919598,14.794433902593298,-23.256387491368258,-3.3027522935779814,-1.776315789473685,8.77855292593901
maryland,20,2015,81,246,26.557377049180324,80.65573770491802,2,48.10126582278481,70,4,74,61.39240506329114,78.23529411764706,31,2.5316455696202533,63.44086021505376,37,11.39240506329114,86.69724770642202,10,13.924050632911392,90,31,15.18987341772152,91.77631578947368,46,56.32911392405063,82.99776286353467,21.764705882352942,16.666666666666664,16.972477064220186,7.6923076923076925,10.197368421052632,10.290827740492169,2.4204435872709666,14.794433902593298,-23.256387491368258,-3.3027522935779814,-1.776315789473685
maine,21,2015,22,201,10.138248847926267,92.62672811059907,2,55.69620253164557,71,4,81,48.10126582278481,80.65573770491802,74,61.39240506329114,78.23529411764706,31,2.5316455696202533,63.44086021505376,37,11.39240506329114,86.69724770642202,10,13.924050632911392,90,31,15.18987341772152,91.77631578947368,26.557377049180324,21.764705882352942,16.666666666666664,16.972477064220186,7.6923076923076925,10.197368421052632,11.97099040568105,2.4204435872709666,14.794433902593298,-23.256387491368258,-3.3027522935779814
michigan,22,2015,52,312,13.866666666666665,83.2,2,3.79746835443038,72,4,22,55.69620253164557,92.62672811059907,81,48.10126582278481,80.65573770491802,74,61.39240506329114,78.23529411764706,31,2.5316455696202533,63.44086021505376,37,11.39240506329114,86.69724770642202,10,13.924050632911392,90,10.138248847926267,26.557377049180324,21.764705882352942,16.666666666666664,16.972477064220186,7.6923076923076925,-9.426728110599072,11.97099040568105,2.4204435872709666,14.794433902593298,-23.256387491368258
minnesota,23,2015,31,215,12.757201646090536,88.47736625514403,2,48.10126582278481,73,4,52,3.79746835443038,83.2,22,55.69620253164557,92.62672811059907,81,48.10126582278481,80.65573770491802,74,61.39240506329114,78.23529411764706,31,2.5316455696202533,63.44086021505376,37,11.39240506329114,86.69724770642202,13.866666666666665,10.138248847926267,26.557377049180324,21.764705882352942,16.666666666666664,16.972477064220186,5.277366255144031,-9.426728110599072,11.97099040568105,2.4204435872709666,14.794433902593298
missouri,24,2015,47,205,19.747899159663866,86.1344537815126,2,6.329113924050633,74,4,31,48.10126582278481,88.47736625514403,52,3.79746835443038,83.2,22,55.69620253164557,92.62672811059907,81,48.10126582278481,80.65573770491802,74,61.39240506329114,78.23529411764706,31,2.5316455696202533,63.44086021505376,12.757201646090536,13.866666666666665,10.138248847926267,26.557377049180324,21.764705882352942,16.666666666666664,-2.3429124736314293,5.277366255144031,-9.426728110599072,11.97099040568105,2.4204435872709666
mississippi,25,2015,36,173,17.142857142857142,82.38095238095238,2,2.5316455696202533,75,4,47,6.329113924050633,86.1344537815126,31,48.10126582278481,88.47736625514403,52,3.79746835443038,83.2,22,55.69620253164557,92.62672811059907,81,48.10126582278481,80.65573770491802,74,61.39240506329114,78.23529411764706,19.747899159663866,12.757201646090536,13.866666666666665,10.138248847926267,26.557377049180324,21.764705882352942,-3.753501400560225,-2.3429124736314293,5.277366255144031,-9.426728110599072,11.97099040568105
montana,26,2015,21,93,21.649484536082475,95.87628865979381,2,7.59493670886076,76,4,36,2.5316455696202533,82.38095238095238,47,6.329113924050633,86.1344537815126,31,48.10126582278481,88.47736625514403,52,3.79746835443038,83.2,22,55.69620253164557,92.62672811059907,81,48.10126582278481,80.65573770491802,17.142857142857142,19.747899159663866,12.757201646090536,13.866666666666665,10.138248847926267,26.557377049180324,13.495336278841435,-3.753501400560225,-2.3429124736314293,5.277366255144031,-9.426728110599072
north carolina,27,2015,62,289,18.128654970760234,84.50292397660819,2,10.126582278481013,77,4,21,7.59493670886076,95.87628865979381,36,2.5316455696202533,82.38095238095238,47,6.329113924050633,86.1344537815126,31,48.10126582278481,88.47736625514403,52,3.79746835443038,83.2,22,55.69620253164557,92.62672811059907,21.649484536082475,17.142857142857142,19.747899159663866,12.757201646090536,13.866666666666665,10.138248847926267,-11.373364683185628,13.495336278841435,-3.753501400560225,-2.3429124736314293,5.277366255144031
north dakota,28,2015,5,33,15.151515151515152,100,2,6.329113924050633,78,4,62,10.126582278481013,84.50292397660819,21,7.59493670886076,95.87628865979381,36,2.5316455696202533,82.38095238095238,47,6.329113924050633,86.1344537815126,31,48.10126582278481,88.47736625514403,52,3.79746835443038,83.2,18.128654970760234,21.649484536082475,17.142857142857142,19.747899159663866,12.757201646090536,13.866666666666665,15.497076023391813,-11.373364683185628,13.495336278841435,-3.753501400560225,-2.3429124736314293
nebraska,29,2015,23,115,18.852459016393443,94.26229508196722,2,8.227848101265822,79,4,5,6.329113924050633,100,62,10.126582278481013,84.50292397660819,21,7.59493670886076,95.87628865979381,36,2.5316455696202533,82.38095238095238,47,6.329113924050633,86.1344537815126,31,48.10126582278481,88.47736625514403,15.151515151515152,18.128654970760234,21.649484536082475,17.142857142857142,19.747899159663866,12.757201646090536,-5.737704918032776,15.497076023391813,-11.373364683185628,13.495336278841435,-3.753501400560225
new hampshire,30,2015,14,49,20.8955223880597,73.13432835820896,2,27.848101265822784,80,4,23,8.227848101265822,94.26229508196722,5,6.329113924050633,100,62,10.126582278481013,84.50292397660819,21,7.59493670886076,95.87628865979381,36,2.5316455696202533,82.38095238095238,47,6.329113924050633,86.1344537815126,18.852459016393443,15.151515151515152,18.128654970760234,21.649484536082475,17.142857142857142,19.747899159663866,-21.127966723758263,-5.737704918032776,15.497076023391813,-11.373364683185628,13.495336278841435
new jersey,31,2015,51,264,15.223880597014924,78.80597014925374,2,64.55696202531645,81,4,14,27.848101265822784,73.13432835820896,23,8.227848101265822,94.26229508196722,5,6.329113924050633,100,62,10.126582278481013,84.50292397660819,21,7.59493670886076,95.87628865979381,36,2.5316455696202533,82.38095238095238,20.8955223880597,18.852459016393443,15.151515151515152,18.128654970760234,21.649484536082475,17.142857142857142,5.671641791044777,-21.127966723758263,-5.737704918032776,15.497076023391813,-11.373364683185628
new mexico,32,2015,19,71,24.675324675324674,92.20779220779221,2,41.77215189873418,82,4,51,64.55696202531645,78.80597014925374,14,27.848101265822784,73.13432835820896,23,8.227848101265822,94.26229508196722,5,6.329113924050633,100,62,10.126582278481013,84.50292397660819,21,7.59493670886076,95.87628865979381,15.223880597014924,20.8955223880597,18.852459016393443,15.151515151515152,18.128654970760234,21.649484536082475,13.401822058538471,5.671641791044777,-21.127966723758263,-5.737704918032776,15.497076023391813
nevada,33,2015,13,36,25,69.23076923076923,2,47.46835443037975,83,4,19,41.77215189873418,92.20779220779221,51,64.55696202531645,78.80597014925374,14,27.848101265822784,73.13432835820896,23,8.227848101265822,94.26229508196722,5,6.329113924050633,100,62,10.126582278481013,84.50292397660819,24.675324675324674,15.223880597014924,20.8955223880597,18.852459016393443,15.151515151515152,18.128654970760234,-22.977022977022983,13.401822058538471,5.671641791044777,-21.127966723758263,-5.737704918032776
new york,34,2015,238,756,24.16243654822335,76.751269035533,2,51.26582278481012,84,4,13,47.46835443037975,69.23076923076923,19,41.77215189873418,92.20779220779221,51,64.55696202531645,78.80597014925374,14,27.848101265822784,73.13432835820896,23,8.227848101265822,94.26229508196722,5,6.329113924050633,100,25,24.675324675324674,15.223880597014924,20.8955223880597,18.852459016393443,15.151515151515152,7.520499804763773,-22.977022977022983,13.401822058538471,5.671641791044777,-21.127966723758263
ohio,35,2015,93,524,15.789473684210526,88.96434634974533,2,13.291139240506327,85,4,238,51.26582278481012,76.751269035533,13,47.46835443037975,69.23076923076923,19,41.77215189873418,92.20779220779221,51,64.55696202531645,78.80597014925374,14,27.848101265822784,73.13432835820896,23,8.227848101265822,94.26229508196722,24.16243654822335,25,24.675324675324674,15.223880597014924,20.8955223880597,18.852459016393443,12.213077314212327,7.520499804763773,-22.977022977022983,13.401822058538471,5.671641791044777
oklahoma,36,2015,24,121,16,80.66666666666666,2,6.329113924050633,86,4,93,13.291139240506327,88.96434634974533,238,51.26582278481012,76.751269035533,13,47.46835443037975,69.23076923076923,19,41.77215189873418,92.20779220779221,51,64.55696202531645,78.80597014925374,14,27.848101265822784,73.13432835820896,15.789473684210526,24.16243654822335,25,24.675324675324674,15.223880597014924,20.8955223880597,-8.29767968307867,12.213077314212327,7.520499804763773,-22.977022977022983,13.401822058538471
oregon,37,2015,28,172,15.135135135135137,92.97297297297298,2,74.68354430379746,87,4,24,6.329113924050633,80.66666666666666,93,13.291139240506327,88.96434634974533,238,51.26582278481012,76.751269035533,13,47.46835443037975,69.23076923076923,19,41.77215189873418,92.20779220779221,51,64.55696202531645,78.80597014925374,16,15.789473684210526,24.16243654822335,25,24.675324675324674,15.223880597014924,12.306306306306325,-8.29767968307867,12.213077314212327,7.520499804763773,-22.977022977022983
pennsylvania,38,2015,107,513,17.483660130718953,83.82352941176471,2,17.72151898734177,88,4,28,74.68354430379746,92.97297297297298,24,6.329113924050633,80.66666666666666,93,13.291139240506327,88.96434634974533,238,51.26582278481012,76.751269035533,13,47.46835443037975,69.23076923076923,19,41.77215189873418,92.20779220779221,15.135135135135137,16,15.789473684210526,24.16243654822335,25,24.675324675324674,-9.149443561208273,12.306306306306325,-8.29767968307867,12.213077314212327,7.520499804763773
rhode island,39,2015,6,51,9.375,79.6875,2,58.22784810126582,89,4,107,17.72151898734177,83.82352941176471,28,74.68354430379746,92.97297297297298,24,6.329113924050633,80.66666666666666,93,13.291139240506327,88.96434634974533,238,51.26582278481012,76.751269035533,13,47.46835443037975,69.23076923076923,17.483660130718953,15.135135135135137,16,15.789473684210526,24.16243654822335,25,-4.13602941176471,-9.149443561208273,12.306306306306325,-8.29767968307867,12.213077314212327
south carolina,40,2015,16,108,12.121212121212121,81.81818181818183,2,3.79746835443038,90,4,6,58.22784810126582,79.6875,107,17.72151898734177,83.82352941176471,28,74.68354430379746,92.97297297297298,24,6.329113924050633,80.66666666666666,93,13.291139240506327,88.96434634974533,238,51.26582278481012,76.751269035533,9.375,17.483660130718953,15.135135135135137,16,15.789473684210526,24.16243654822335,2.1306818181818272,-4.13602941176471,-9.149443561208273,12.306306306306325,-8.29767968307867
south dakota,41,2015,9,51,16.666666666666664,94.44444444444444,2,8.860759493670885,91,4,16,3.79746835443038,81.81818181818183,6,58.22784810126582,79.6875,107,17.72151898734177,83.82352941176471,28,74.68354430379746,92.97297297297298,24,6.329113924050633,80.66666666666666,93,13.291139240506327,88.96434634974533,12.121212121212121,9.375,17.483660130718953,15.135135135135137,16,15.789473684210526,12.626262626262616,2.1306818181818272,-4.13602941176471,-9.149443561208273,12.306306306306325
tennessee,42,2015,37,265,11.78343949044586,84.39490445859873,2,1.2658227848101267,92,4,9,8.860759493670885,94.44444444444444,16,3.79746835443038,81.81818181818183,6,58.22784810126582,79.6875,107,17.72151898734177,83.82352941176471,28,74.68354430379746,92.97297297297298,24,6.329113924050633,80.66666666666666,16.666666666666664,12.121212121212121,9.375,17.483660130718953,15.135135135135137,16,-10.049539985845712,12.626262626262616,2.1306818181818272,-4.13602941176471,-9.149443561208273
texas,43,2015,63,316,16.49214659685864,82.72251308900523,2,10.126582278481013,93,4,37,1.2658227848101267,84.39490445859873,9,8.860759493670885,94.44444444444444,16,3.79746835443038,81.81818181818183,6,58.22784810126582,79.6875,107,17.72151898734177,83.82352941176471,28,74.68354430379746,92.97297297297298,11.78343949044586,16.666666666666664,12.121212121212121,9.375,17.483660130718953,15.135135135135137,-1.6723913695934982,-10.049539985845712,12.626262626262616,2.1306818181818272,-4.13602941176471
utah,44,2015,17,96,15.315315315315313,86.48648648648648,2,22.78481012658228,94,4,63,10.126582278481013,82.72251308900523,37,1.2658227848101267,84.39490445859873,9,8.860759493670885,94.44444444444444,16,3.79746835443038,81.81818181818183,6,58.22784810126582,79.6875,107,17.72151898734177,83.82352941176471,16.49214659685864,11.78343949044586,16.666666666666664,12.121212121212121,9.375,17.483660130718953,3.7639733974812515,-1.6723913695934982,-10.049539985845712,12.626262626262616,2.1306818181818272
virginia,45,2015,48,267,16.608996539792386,92.38754325259517,2,6.329113924050633,95,4,17,22.78481012658228,86.48648648648648,63,10.126582278481013,82.72251308900523,37,1.2658227848101267,84.39490445859873,9,8.860759493670885,94.44444444444444,16,3.79746835443038,81.81818181818183,6,58.22784810126582,79.6875,15.315315315315313,16.49214659685864,11.78343949044586,16.666666666666664,12.121212121212121,9.375,5.901056766108681,3.7639733974812515,-1.6723913695934982,-10.049539985845712,12.626262626262616
vermont,46,2015,13,69,17.105263157894736,90.78947368421053,2,66.45569620253164,96,4,48,6.329113924050633,92.38754325259517,17,22.78481012658228,86.48648648648648,63,10.126582278481013,82.72251308900523,37,1.2658227848101267,84.39490445859873,9,8.860759493670885,94.44444444444444,16,3.79746835443038,81.81818181818183,16.608996539792386,15.315315315315313,16.49214659685864,11.78343949044586,16.666666666666664,12.121212121212121,-1.5980695683846307,5.901056766108681,3.7639733974812515,-1.6723913695934982,-10.049539985845712
washington,47,2015,51,243,19.172932330827066,91.35338345864662,2,64.55696202531645,97,4,13,66.45569620253164,90.78947368421053,48,6.329113924050633,92.38754325259517,17,22.78481012658228,86.48648648648648,63,10.126582278481013,82.72251308900523,37,1.2658227848101267,84.39490445859873,9,8.860759493670885,94.44444444444444,17.105263157894736,16.608996539792386,15.315315315315313,16.49214659685864,11.78343949044586,16.666666666666664,0.5639097744360839,-1.5980695683846307,5.901056766108681,3.7639733974812515,-1.6723913695934982
wisconsin,48,2015,77,362,17.073170731707318,80.26607538802661,2,29.746835443037973,98,4,51,64.55696202531645,91.35338345864662,13,66.45569620253164,90.78947368421053,48,6.329113924050633,92.38754325259517,17,22.78481012658228,86.48648648648648,63,10.126582278481013,82.72251308900523,37,1.2658227848101267,84.39490445859873,19.172932330827066,17.105263157894736,16.608996539792386,15.315315315315313,16.49214659685864,11.78343949044586,-11.087308070620011,0.5639097744360839,-1.5980695683846307,5.901056766108681,3.7639733974812515
west virginia,49,2015,17,106,13.709677419354838,85.48387096774194,2,13.924050632911392,99,4,77,29.746835443037973,80.26607538802661,51,64.55696202531645,91.35338345864662,13,66.45569620253164,90.78947368421053,48,6.329113924050633,92.38754325259517,17,22.78481012658228,86.48648648648648,63,10.126582278481013,82.72251308900523,17.073170731707318,19.172932330827066,17.105263157894736,16.608996539792386,15.315315315315313,16.49214659685864,5.217795579715329,-11.087308070620011,0.5639097744360839,-1.5980695683846307,5.901056766108681
wyoming,50,2015,9,52,16.666666666666664,96.29629629629629,2,8.860759493670885,100,4,17,13.924050632911392,85.48387096774194,77,29.746835443037973,80.26607538802661,51,64.55696202531645,91.35338345864662,13,66.45569620253164,90.78947368421053,48,6.329113924050633,92.38754325259517,17,22.78481012658228,86.48648648648648,13.709677419354838,17.073170731707318,19.172932330827066,17.105263157894736,16.608996539792386,15.315315315315313,10.812425328554355,5.217795579715329,-11.087308070620011,0.5639097744360839,-1.5980695683846307
alaska,1,2016,14,90,14.14141414141414,90.9090909090909,3,12.987012987012985,101,9,9,8.860759493670885,96.29629629629629,17,13.924050632911392,85.48387096774194,77,29.746835443037973,80.26607538802661,51,64.55696202531645,91.35338345864662,13,66.45569620253164,90.78947368421053,48,6.329113924050633,92.38754325259517,16.666666666666664,13.709677419354838,17.073170731707318,19.172932330827066,17.105263157894736,16.608996539792386,-5.387205387205384,10.812425328554355,5.217795579715329,-11.087308070620011,0.5639097744360839
alabama,2,2016,17,175,8.808290155440414,90.67357512953367,3,0,102,9,14,12.987012987012985,90.9090909090909,9,8.860759493670885,96.29629629629629,17,13.924050632911392,85.48387096774194,77,29.746835443037973,80.26607538802661,51,64.55696202531645,91.35338345864662,13,66.45569620253164,90.78947368421053,14.14141414141414,16.666666666666664,13.709677419354838,17.073170731707318,19.172932330827066,17.105263157894736,-0.23551577955723246,-5.387205387205384,10.812425328554355,5.217795579715329,-11.087308070620011
arkansas,3,2016,11,164,4.680851063829787,69.7872340425532,3,6.493506493506493,103,9,17,0,90.67357512953367,14,12.987012987012985,90.9090909090909,9,8.860759493670885,96.29629629629629,17,13.924050632911392,85.48387096774194,77,29.746835443037973,80.26607538802661,51,64.55696202531645,91.35338345864662,8.808290155440414,14.14141414141414,16.666666666666664,13.709677419354838,17.073170731707318,19.172932330827066,-20.88634108698048,-0.23551577955723246,-5.387205387205384,10.812425328554355,5.217795579715329
arizona,4,2016,61,318,16.137566137566136,84.12698412698413,3,8.441558441558442,104,9,11,6.493506493506493,69.7872340425532,17,0,90.67357512953367,14,12.987012987012985,90.9090909090909,9,8.860759493670885,96.29629629629629,17,13.924050632911392,85.48387096774194,77,29.746835443037973,80.26607538802661,4.680851063829787,8.808290155440414,14.14141414141414,16.666666666666664,13.709677419354838,17.073170731707318,14.339750084430932,-20.88634108698048,-0.23551577955723246,-5.387205387205384,10.812425328554355
california,5,2016,150,721,17.045454545454543,81.93181818181819,3,78.57142857142857,105,9,61,8.441558441558442,84.12698412698413,11,6.493506493506493,69.7872340425532,17,0,90.67357512953367,14,12.987012987012985,90.9090909090909,9,8.860759493670885,96.29629629629629,17,13.924050632911392,85.48387096774194,16.137566137566136,4.680851063829787,8.808290155440414,14.14141414141414,16.666666666666664,13.709677419354838,-2.1951659451659395,14.339750084430932,-20.88634108698048,-0.23551577955723246,-5.387205387205384
colorado,6,2016,20,174,10.75268817204301,93.54838709677419,3,59.09090909090909,106,9,150,78.57142857142857,81.93181818181819,61,8.441558441558442,84.12698412698413,11,6.493506493506493,69.7872340425532,17,0,90.67357512953367,14,12.987012987012985,90.9090909090909,9,8.860759493670885,96.29629629629629,17.045454545454543,16.137566137566136,4.680851063829787,8.808290155440414,14.14141414141414,16.666666666666664,11.616568914956005,-2.1951659451659395,14.339750084430932,-20.88634108698048,-0.23551577955723246
