state,case_state,year,lgbtq_total,govt_total,lgbtq_perc,govt_fund,t,state_policy,temp_id,t2,l_lgbtq_total,l_state_policy,l_govt_fund,l2_lgbtq_total,l2_state_policy,l2_govt_fund,l3_lgbtq_total,l3_state_policy,l3_govt_fund,l4_lgbtq_total,l4_state_policy,l4_govt_fund,l5_lgbtq_total,l5_state_policy,l5_govt_fund,l6_lgbtq_total,l6_state_policy,l6_govt_fund,l_lgbtq_perc,l2_lgbtq_perc,l3_lgbtq_perc,l4_lgbtq_perc,l5_lgbtq_perc,l6_lgbtq_perc,fd_govt_fund,fd_l_govt_fund,fd_l2_govt_fund,fd_l3_govt_fund,fd_l4_govt_fund
connecticut,7,2016,44,199,18.88412017167382,85.40772532188842,3,62.33766233766234,107,9,20,59.09090909090909,93.54838709677419,150,78.57142857142857,81.93181818181819,61,8.441558441558442,84.12698412698413,11,6.493506493506493,69.7872340425532,17,0,90.67357512953367,14,12.987012987012985,90.9090909090909,10.75268817204301,17.045454545454543,16.137566137566136,4.680851063829787,8.808290155440414,14.14141414141414,-8.140661774885771,11.616568914956005,-2.1951659451659395,14.339750084430932,-20.88634108698048
delaware,8,2016,7,27,24.137931034482758,93.10344827586206,3,41.55844155844156,108,9,44,62.33766233766234,85.40772532188842,20,59.09090909090909,93.54838709677419,150,78.57142857142857,81.93181818181819,61,8.441558441558442,84.12698412698413,11,6.493506493506493,69.7872340425532,17,0,90.67357512953367,18.88412017167382,10.75268817204301,17.045454545454543,16.137566137566136,4.680851063829787,8.808290155440414,7.695722953973643,-8.140661774885771,11.616568914956005,-2.1951659451659395,14.339750084430932
florida,9,2016,64,404,13.061224489795919,82.44897959183673,3,17.532467532467532,109,9,7,41.55844155844156,93.10344827586206,44,62.33766233766234,85.40772532188842,20,59.09090909090909,93.54838709677419,150,78.57142857142857,81.93181818181819,61,8.441558441558442,84.12698412698413,11,6.493506493506493,69.7872340425532,24.137931034482758,18.88412017167382,10.75268817204301,17.045454545454543,16.137566137566136,4.680851063829787,-10.654468684025332,7.695722953973643,-8.140661774885771,11.616568914956005,-2.1951659451659395
georgia,10,2016,37,193,16.894977168949772,88.12785388127854,3,1.2987012987012987,110,9,64,17.532467532467532,82.44897959183673,7,41.55844155844156,93.10344827586206,44,62.33766233766234,85.40772532188842,20,59.09090909090909,93.54838709677419,150,78.57142857142857,81.93181818181819,61,8.441558441558442,84.12698412698413,13.061224489795919,24.137931034482758,18.88412017167382,10.75268817204301,17.045454545454543,16.137566137566136,5.678874289441808,-10.654468684025332,7.695722953973643,-8.140661774885771,11.616568914956005
hawaii,11,2016,7,41,15.555555555555555,91.11111111111111,3,40.25974025974026,111,9,37,1.2987012987012987,88.12785388127854,64,17.532467532467532,82.44897959183673,7,41.55844155844156,93.10344827586206,44,62.33766233766234,85.40772532188842,20,59.09090909090909,93.54838709677419,150,78.57142857142857,81.93181818181819,16.894977168949772,13.061224489795919,24.137931034482758,18.88412017167382,10.75268817204301,17.045454545454543,2.9832572298325744,5.678874289441808,-10.654468684025332,7.695722953973643,-8.140661774885771
iowa,12,2016,5,142,3.225806451612903,91.61290322580645,3,33.76623376623377,112,9,7,40.25974025974026,91.11111111111111,37,1.2987012987012987,88.12785388127854,64,17.532467532467532,82.44897959183673,7,41.55844155844156,93.10344827586206,44,62.33766233766234,85.40772532188842,20,59.09090909090909,93.54838709677419,15.555555555555555,16.894977168949772,13.061224489795919,24.137931034482758,18.88412017167382,10.75268817204301,0.5017921146953341,2.9832572298325744,5.678874289441808,-10.654468684025332,7.695722953973643
idaho,13,2016,26,150,14.689265536723164,84.7457627118644,3,9.740259740259742,113,9,5,33.76623376623377,91.61290322580645,7,40.25974025974026,91.11111111111111,37,1.2987012987012987,88.12785388127854,64,17.532467532467532,82.44897959183673,7,41.55844155844156,93.10344827586206,44,62.33766233766234,85.40772532188842,3.225806451612903,15.555555555555555,16.894977168949772,13.061224489795919,24.137931034482758,18.88412017167382,-6.867140513942047,0.5017921146953341,2.9832572298325744,5.678874289441808,-10.654468684025332
illinois,14,2016,24,325,6.122448979591836,82.90816326530613,3,57.7922077922078,114,9,26,9.740259740259742,84.7457627118644,5,33.76623376623377,91.61290322580645,7,40.25974025974026,91.11111111111111,37,1.2987012987012987,88.12785388127854,64,17.532467532467532,82.44897959183673,7,41.55844155844156,93.10344827586206,14.689265536723164,3.225806451612903,15.555555555555555,16.894977168949772,13.061224489795919,24.137931034482758,-1.8375994465582721,-6.867140513942047,0.5017921146953341,2.9832572298325744,5.678874289441808
indiana,15,2016,28,271,9.30232558139535,90.03322259136213,3,14.935064935064934,115,9,24,57.7922077922078,82.90816326530613,26,9.740259740259742,84.7457627118644,5,33.76623376623377,91.61290322580645,7,40.25974025974026,91.11111111111111,37,1.2987012987012987,88.12785388127854,64,17.532467532467532,82.44897959183673,6.122448979591836,14.689265536723164,3.225806451612903,15.555555555555555,16.894977168949772,13.061224489795919,7.125059326056004,-1.8375994465582721,-6.867140513942047,0.5017921146953341,2.9832572298325744
kansas,16,2016,7,106,5.88235294117647,89.07563025210085,3,11.688311688311687,116,9,28,14.935064935064934,90.03322259136213,24,57.7922077922078,82.90816326530613,26,9.740259740259742,84.7457627118644,5,33.76623376623377,91.61290322580645,7,40.25974025974026,91.11111111111111,37,1.2987012987012987,88.12785388127854,9.30232558139535,6.122448979591836,14.689265536723164,3.225806451612903,15.555555555555555,16.894977168949772,-0.9575923392612822,7.125059326056004,-1.8375994465582721,-6.867140513942047,0.5017921146953341
kentucky,17,2016,37,196,16.7420814479638,88.68778280542986,3,11.688311688311687,117,9,7,11.688311688311687,89.07563025210085,28,14.935064935064934,90.03322259136213,24,57.7922077922078,82.90816326530613,26,9.740259740259742,84.7457627118644,5,33.76623376623377,91.61290322580645,7,40.25974025974026,91.11111111111111,5.88235294117647,9.30232558139535,6.122448979591836,14.689265536723164,3.225806451612903,15.555555555555555,-0.3878474466709889,-0.9575923392612822,7.125059326056004,-1.8375994465582721,-6.867140513942047
louisiana,18,2016,19,118,10.16042780748663,63.101604278074866,3,2.5974025974025974,118,9,37,11.688311688311687,88.68778280542986,7,11.688311688311687,89.07563025210085,28,14.935064935064934,90.03322259136213,24,57.7922077922078,82.90816326530613,26,9.740259740259742,84.7457627118644,5,33.76623376623377,91.61290322580645,16.7420814479638,5.88235294117647,9.30232558139535,6.122448979591836,14.689265536723164,3.225806451612903,-25.586178527354996,-0.3878474466709889,-0.9575923392612822,7.125059326056004,-1.8375994465582721
massachusetts,19,2016,51,256,15.04424778761062,75.51622418879056,3,67.53246753246754,119,9,19,2.5974025974025974,63.101604278074866,37,11.688311688311687,88.68778280542986,7,11.688311688311687,89.07563025210085,28,14.935064935064934,90.03322259136213,24,57.7922077922078,82.90816326530613,26,9.740259740259742,84.7457627118644,10.16042780748663,16.7420814479638,5.88235294117647,9.30232558139535,6.122448979591836,14.689265536723164,12.414619910715693,-25.586178527354996,-0.3878474466709889,-0.9575923392612822,7.125059326056004
maryland,20,2016,47,235,16.095890410958905,80.47945205479452,3,57.14285714285714,120,9,51,67.53246753246754,75.51622418879056,19,2.5974025974025974,63.101604278074866,37,11.688311688311687,88.68778280542986,7,11.688311688311687,89.07563025210085,28,14.935064935064934,90.03322259136213,24,57.7922077922078,82.90816326530613,15.04424778761062,10.16042780748663,16.7420814479638,5.88235294117647,9.30232558139535,6.122448979591836,4.963227866003962,12.414619910715693,-25.586178527354996,-0.3878474466709889,-0.9575923392612822
maine,21,2016,13,188,6.403940886699508,92.61083743842364,3,54.54545454545454,121,9,47,57.14285714285714,80.47945205479452,51,67.53246753246754,75.51622418879056,19,2.5974025974025974,63.101604278074866,37,11.688311688311687,88.68778280542986,7,11.688311688311687,89.07563025210085,28,14.935064935064934,90.03322259136213,16.095890410958905,15.04424778761062,10.16042780748663,16.7420814479638,5.88235294117647,9.30232558139535,12.131385383629123,4.963227866003962,12.414619910715693,-25.586178527354996,-0.3878474466709889
michigan,22,2016,51,307,14.206128133704734,85.51532033426183,3,7.792207792207792,122,9,13,54.54545454545454,92.61083743842364,47,57.14285714285714,80.47945205479452,51,67.53246753246754,75.51622418879056,19,2.5974025974025974,63.101604278074866,37,11.688311688311687,88.68778280542986,7,11.688311688311687,89.07563025210085,6.403940886699508,16.095890410958905,15.04424778761062,10.16042780748663,16.7420814479638,5.88235294117647,-7.095517104161814,12.131385383629123,4.963227866003962,12.414619910715693,-25.586178527354996
minnesota,23,2016,20,209,8.333333333333332,87.08333333333333,3,56.493506493506494,123,9,51,7.792207792207792,85.51532033426183,13,54.54545454545454,92.61083743842364,47,57.14285714285714,80.47945205479452,51,67.53246753246754,75.51622418879056,19,2.5974025974025974,63.101604278074866,37,11.688311688311687,88.68778280542986,14.206128133704734,6.403940886699508,16.095890410958905,15.04424778761062,10.16042780748663,16.7420814479638,1.5680129990714988,-7.095517104161814,12.131385383629123,4.963227866003962,12.414619910715693
missouri,24,2016,10,193,4.5662100456621,88.12785388127854,3,3.896103896103896,124,9,20,56.493506493506494,87.08333333333333,51,7.792207792207792,85.51532033426183,13,54.54545454545454,92.61083743842364,47,57.14285714285714,80.47945205479452,51,67.53246753246754,75.51622418879056,19,2.5974025974025974,63.101604278074866,8.333333333333332,14.206128133704734,6.403940886699508,16.095890410958905,15.04424778761062,10.16042780748663,1.0445205479452113,1.5680129990714988,-7.095517104161814,12.131385383629123,4.963227866003962
mississippi,25,2016,18,152,9.94475138121547,83.97790055248619,3,3.896103896103896,125,9,10,3.896103896103896,88.12785388127854,20,56.493506493506494,87.08333333333333,51,7.792207792207792,85.51532033426183,13,54.54545454545454,92.61083743842364,47,57.14285714285714,80.47945205479452,51,67.53246753246754,75.51622418879056,4.5662100456621,8.333333333333332,14.206128133704734,6.403940886699508,16.095890410958905,15.04424778761062,-4.14995332879235,1.0445205479452113,1.5680129990714988,-7.095517104161814,12.131385383629123
montana,26,2016,13,85,14.772727272727273,96.5909090909091,3,7.792207792207792,126,9,18,3.896103896103896,83.97790055248619,10,3.896103896103896,88.12785388127854,20,56.493506493506494,87.08333333333333,51,7.792207792207792,85.51532033426183,13,54.54545454545454,92.61083743842364,47,57.14285714285714,80.47945205479452,9.94475138121547,4.5662100456621,8.333333333333332,14.206128133704734,6.403940886699508,16.095890410958905,12.613008538422903,-4.14995332879235,1.0445205479452113,1.5680129990714988,-7.095517104161814
north carolina,27,2016,43,250,14.144736842105262,82.23684210526315,3,7.792207792207792,127,9,13,7.792207792207792,96.5909090909091,18,3.896103896103896,83.97790055248619,10,3.896103896103896,88.12785388127854,20,56.493506493506494,87.08333333333333,51,7.792207792207792,85.51532033426183,13,54.54545454545454,92.61083743842364,14.772727272727273,9.94475138121547,4.5662100456621,8.333333333333332,14.206128133704734,6.403940886699508,-14.354066985645943,12.613008538422903,-4.14995332879235,1.0445205479452113,1.5680129990714988
north dakota,28,2016,4,26,12.5,81.25,3,3.896103896103896,128,9,43,7.792207792207792,82.23684210526315,13,7.792207792207792,96.5909090909091,18,3.896103896103896,83.97790055248619,10,3.896103896103896,88.12785388127854,20,56.493506493506494,87.08333333333333,51,7.792207792207792,85.51532033426183,14.144736842105262,14.772727272727273,9.94475138121547,4.5662100456621,8.333333333333332,14.206128133704734,-0.9868421052631504,-14.354066985645943,12.613008538422903,-4.14995332879235,1.0445205479452113
nebraska,29,2016,15,126,11.538461538461538,96.92307692307692,3,5.844155844155844,129,9,4,3.896103896103896,81.25,43,7.792207792207792,82.23684210526315,13,7.792207792207792,96.5909090909091,18,3.896103896103896,83.97790055248619,10,3.896103896103896,88.12785388127854,20,56.493506493506494,87.08333333333333,12.5,14.144736842105262,14.772727272727273,9.94475138121547,4.5662100456621,8.333333333333332,15.67307692307692,-0.9868421052631504,-14.354066985645943,12.613008538422903,-4.14995332879235
new hampshire,30,2016,14,45,22.58064516129032,72.58064516129032,3,25.97402597402597,130,9,15,5.844155844155844,96.92307692307692,4,3.896103896103896,81.25,43,7.792207792207792,82.23684210526315,13,7.792207792207792,96.5909090909091,18,3.896103896103896,83.97790055248619,10,3.896103896103896,88.12785388127854,11.538461538461538,12.5,14.144736842105262,14.772727272727273,9.94475138121547,4.5662100456621,-24.3424317617866,15.67307692307692,-0.9868421052631504,-14.354066985645943,12.613008538422903
new jersey,31,2016,51,255,16.037735849056602,80.18867924528303,3,63.63636363636363,131,9,14,25.97402597402597,72.58064516129032,15,5.844155844155844,96.92307692307692,4,3.896103896103896,81.25,43,7.792207792207792,82.23684210526315,13,7.792207792207792,96.5909090909091,18,3.896103896103896,83.97790055248619,22.58064516129032,11.538461538461538,12.5,14.144736842105262,14.772727272727273,9.94475138121547,7.608034083992706,-24.3424317617866,15.67307692307692,-0.9868421052631504,-14.354066985645943
new mexico,32,2016,12,65,16.666666666666664,90.27777777777779,3,40.25974025974026,132,9,51,63.63636363636363,80.18867924528303,14,25.97402597402597,72.58064516129032,15,5.844155844155844,96.92307692307692,4,3.896103896103896,81.25,43,7.792207792207792,82.23684210526315,13,7.792207792207792,96.5909090909091,16.037735849056602,22.58064516129032,11.538461538461538,12.5,14.144736842105262,14.772727272727273,10.08909853249476,7.608034083992706,-24.3424317617866,15.67307692307692,-0.9868421052631504
nevada,33,2016,7,38,13.725490196078432,74.50980392156863,3,46.103896103896105,133,9,12,40.25974025974026,90.27777777777779,51,63.63636363636363,80.18867924528303,14,25.97402597402597,72.58064516129032,15,5.844155844155844,96.92307692307692,4,3.896103896103896,81.25,43,7.792207792207792,82.23684210526315,16.666666666666664,16.037735849056602,22.58064516129032,11.538461538461538,12.5,14.144736842105262,-15.767973856209153,10.08909853249476,7.608034083992706,-24.3424317617866,15.67307692307692
new york,34,2016,144,713,16.05351170568562,79.48717948717949,3,62.98701298701299,134,9,7,46.103896103896105,74.50980392156863,12,40.25974025974026,90.27777777777779,51,63.63636363636363,80.18867924528303,14,25.97402597402597,72.58064516129032,15,5.844155844155844,96.92307692307692,4,3.896103896103896,81.25,13.725490196078432,16.666666666666664,16.037735849056602,22.58064516129032,11.538461538461538,12.5,4.977375565610856,-15.767973856209153,10.08909853249476,7.608034083992706,-24.3424317617866
ohio,35,2016,78,505,13.588850174216027,87.97909407665504,3,11.03896103896104,135,9,144,62.98701298701299,79.48717948717949,7,46.103896103896105,74.50980392156863,12,40.25974025974026,90.27777777777779,51,63.63636363636363,80.18867924528303,14,25.97402597402597,72.58064516129032,15,5.844155844155844,96.92307692307692,16.05351170568562,13.725490196078432,16.666666666666664,16.037735849056602,22.58064516129032,11.538461538461538,8.491914589475556,4.977375565610856,-15.767973856209153,10.08909853249476,7.608034083992706
oklahoma,36,2016,25,118,16.89189189189189,79.72972972972973,3,3.896103896103896,136,9,78,11.03896103896104,87.97909407665504,144,62.98701298701299,79.48717948717949,7,46.103896103896105,74.50980392156863,12,40.25974025974026,90.27777777777779,51,63.63636363636363,80.18867924528303,14,25.97402597402597,72.58064516129032,13.588850174216027,16.05351170568562,13.725490196078432,16.666666666666664,16.037735849056602,22.58064516129032,-8.249364346925319,8.491914589475556,4.977375565610856,-15.767973856209153,10.08909853249476
oregon,37,2016,20,156,11.76470588235294,91.76470588235294,3,72.72727272727273,137,9,25,3.896103896103896,79.72972972972973,78,11.03896103896104,87.97909407665504,144,62.98701298701299,79.48717948717949,7,46.103896103896105,74.50980392156863,12,40.25974025974026,90.27777777777779,51,63.63636363636363,80.18867924528303,16.89189189189189,13.588850174216027,16.05351170568562,13.725490196078432,16.666666666666664,16.037735849056602,12.034976152623216,-8.249364346925319,8.491914589475556,4.977375565610856,-15.767973856209153
pennsylvania,38,2016,60,482,10.238907849829351,82.25255972696246,3,18.181818181818183,138,9,20,72.72727272727273,91.76470588235294,25,3.896103896103896,79.72972972972973,78,11.03896103896104,87.97909407665504,144,62.98701298701299,79.48717948717949,7,46.103896103896105,74.50980392156863,12,40.25974025974026,90.27777777777779,11.76470588235294,16.89189189189189,13.588850174216027,16.05351170568562,13.725490196078432,16.666666666666664,-9.512146155390482,12.034976152623216,-8.249364346925319,8.491914589475556,4.977375565610856
rhode island,39,2016,9,50,14.516129032258066,80.64516129032258,3,70.12987012987013,139,9,60,18.181818181818183,82.25255972696246,20,72.72727272727273,91.76470588235294,25,3.896103896103896,79.72972972972973,78,11.03896103896104,87.97909407665504,144,62.98701298701299,79.48717948717949,7,46.103896103896105,74.50980392156863,10.238907849829351,11.76470588235294,16.89189189189189,13.588850174216027,16.05351170568562,13.725490196078432,-1.6073984366398832,-9.512146155390482,12.034976152623216,-8.249364346925319,8.491914589475556
south carolina,40,2016,10,103,8.264462809917356,85.12396694214877,3,3.896103896103896,140,9,9,70.12987012987013,80.64516129032258,60,18.181818181818183,82.25255972696246,20,72.72727272727273,91.76470588235294,25,3.896103896103896,79.72972972972973,78,11.03896103896104,87.97909407665504,144,62.98701298701299,79.48717948717949,14.516129032258066,10.238907849829351,11.76470588235294,16.89189189189189,13.588850174216027,16.05351170568562,4.4788056518261925,-1.6073984366398832,-9.512146155390482,12.034976152623216,-8.249364346925319
south dakota,41,2016,2,45,4.166666666666666,93.75,3,6.493506493506493,141,9,10,3.896103896103896,85.12396694214877,9,70.12987012987013,80.64516129032258,60,18.181818181818183,82.25255972696246,20,72.72727272727273,91.76470588235294,25,3.896103896103896,79.72972972972973,78,11.03896103896104,87.97909407665504,8.264462809917356,14.516129032258066,10.238907849829351,11.76470588235294,16.89189189189189,13.588850174216027,8.626033057851231,4.4788056518261925,-1.6073984366398832,-9.512146155390482,12.034976152623216
tennessee,42,2016,23,251,7.876712328767123,85.95890410958904,3,1.2987012987012987,142,9,2,6.493506493506493,93.75,10,3.896103896103896,85.12396694214877,9,70.12987012987013,80.64516129032258,60,18.181818181818183,82.25255972696246,20,72.72727272727273,91.76470588235294,25,3.896103896103896,79.72972972972973,4.166666666666666,8.264462809917356,14.516129032258066,10.238907849829351,11.76470588235294,16.89189189189189,-7.791095890410958,8.626033057851231,4.4788056518261925,-1.6073984366398832,-9.512146155390482
texas,43,2016,40,303,11.049723756906078,83.70165745856355,3,10.38961038961039,143,9,23,1.2987012987012987,85.95890410958904,2,6.493506493506493,93.75,10,3.896103896103896,85.12396694214877,9,70.12987012987013,80.64516129032258,60,18.181818181818183,82.25255972696246,20,72.72727272727273,91.76470588235294,7.876712328767123,4.166666666666666,8.264462809917356,14.516129032258066,10.238907849829351,11.76470588235294,-2.257246651025497,-7.791095890410958,8.626033057851231,4.4788056518261925,-1.6073984366398832
utah,44,2016,10,98,8.620689655172415,84.48275862068965,3,20.77922077922078,144,9,40,10.38961038961039,83.70165745856355,23,1.2987012987012987,85.95890410958904,2,6.493506493506493,93.75,10,3.896103896103896,85.12396694214877,9,70.12987012987013,80.64516129032258,60,18.181818181818183,82.25255972696246,11.049723756906078,7.876712328767123,4.166666666666666,8.264462809917356,14.516129032258066,10.238907849829351,0.7811011621261059,-2.257246651025497,-7.791095890410958,8.626033057851231,4.4788056518261925
virginia,45,2016,27,255,9.89010989010989,93.4065934065934,3,6.493506493506493,145,9,10,20.77922077922078,84.48275862068965,40,10.38961038961039,83.70165745856355,23,1.2987012987012987,85.95890410958904,2,6.493506493506493,93.75,10,3.896103896103896,85.12396694214877,9,70.12987012987013,80.64516129032258,8.620689655172415,11.049723756906078,7.876712328767123,4.166666666666666,8.264462809917356,14.516129032258066,8.92383478590375,0.7811011621261059,-2.257246651025497,-7.791095890410958,8.626033057851231
vermont,46,2016,15,67,19.736842105263158,88.1578947368421,3,73.37662337662337,146,9,27,6.493506493506493,93.4065934065934,10,20.77922077922078,84.48275862068965,40,10.38961038961039,83.70165745856355,23,1.2987012987012987,85.95890410958904,2,6.493506493506493,93.75,10,3.896103896103896,85.12396694214877,9.89010989010989,8.620689655172415,11.049723756906078,7.876712328767123,4.166666666666666,8.264462809917356,-5.248698669751306,8.92383478590375,0.7811011621261059,-2.257246651025497,-7.791095890410958
washington,47,2016,34,255,12.014134275618375,90.10600706713781,3,68.83116883116884,147,9,15,73.37662337662337,88.1578947368421,27,6.493506493506493,93.4065934065934,10,20.77922077922078,84.48275862068965,40,10.38961038961039,83.70165745856355,23,1.2987012987012987,85.95890410958904,2,6.493506493506493,93.75,19.736842105263158,9.89010989010989,8.620689655172415,11.049723756906078,7.876712328767123,4.166666666666666,1.9481123302957144,-5.248698669751306,8.92383478590375,0.7811011621261059,-2.257246651025497
wisconsin,48,2016,45,350,10.465116279069768,81.3953488372093,3,27.92207792207792,148,9,34,68.83116883116884,90.10600706713781,15,73.37662337662337,88.1578947368421,27,6.493506493506493,93.4065934065934,10,20.77922077922078,84.48275862068965,40,10.38961038961039,83.70165745856355,23,1.2987012987012987,85.95890410958904,12.014134275618375,19.736842105263158,9.89010989010989,8.620689655172415,11.049723756906078,7.876712328767123,-8.710658229928512,1.9481123302957144,-5.248698669751306,8.92383478590375,0.7811011621261059
west virginia,49,2016,7,99,6.1946902654867255,87.61061946902655,3,11.688311688311687,149,9,45,27.92207792207792,81.3953488372093,34,68.83116883116884,90.10600706713781,15,73.37662337662337,88.1578947368421,27,6.493506493506493,93.4065934065934,10,20.77922077922078,84.48275862068965,40,10.38961038961039,83.70165745856355,10.465116279069768,12.014134275618375,19.736842105263158,9.89010989010989,8.620689655172415,11.049723756906078,6.215270631817248,-8.710658229928512,1.9481123302957144,-5.248698669751306,8.92383478590375
wyoming,50,2016,8,50,15.686274509803921,98.0392156862745,3,6.493506493506493,150,9,7,11.688311688311687,87.61061946902655,45,27.92207792207792,81.3953488372093,34,68.83116883116884,90.10600706713781,15,73.37662337662337,88.1578947368421,27,6.493506493506493,93.4065934065934,10,20.77922077922078,84.48275862068965,6.1946902654867255,10.465116279069768,12.014134275618375,19.736842105263158,9.89010989010989,8.620689655172415,10.428596217247957,6.215270631817248,-8.710658229928512,1.9481123302957144,-5.248698669751306
alaska,1,2017,14,80,16.27906976744186,93.02325581395348,4,17.073170731707318,151,16,8,6.493506493506493,98.0392156862745,7,11.688311688311687,87.61061946902655,45,27.92207792207792,81.3953488372093,34,68.83116883116884,90.10600706713781,15,73.37662337662337,88.1578947368421,27,6.493506493506493,93.4065934065934,15.686274509803921,6.1946902654867255,10.465116279069768,12.014134275618375,19.736842105263158,9.89010989010989,-5.0159598723210195,10.428596217247957,6.215270631817248,-8.710658229928512,1.9481123302957144
alabama,2,2017,19,155,10.857142857142858,88.57142857142857,4,0,152,16,14,17.073170731707318,93.02325581395348,8,6.493506493506493,98.0392156862745,7,11.688311688311687,87.61061946902655,45,27.92207792207792,81.3953488372093,34,68.83116883116884,90.10600706713781,15,73.37662337662337,88.1578947368421,16.27906976744186,15.686274509803921,6.1946902654867255,10.465116279069768,12.014134275618375,19.736842105263158,-4.451827242524914,-5.0159598723210195,10.428596217247957,6.215270631817248,-8.710658229928512
arkansas,3,2017,20,164,9.174311926605505,75.22935779816514,4,7.317073170731707,153,16,19,0,88.57142857142857,14,17.073170731707318,93.02325581395348,8,6.493506493506493,98.0392156862745,7,11.688311688311687,87.61061946902655,45,27.92207792207792,81.3953488372093,34,68.83116883116884,90.10600706713781,10.857142857142858,16.27906976744186,15.686274509803921,6.1946902654867255,10.465116279069768,12.014134275618375,-13.34207077326343,-4.451827242524914,-5.0159598723210195,10.428596217247957,6.215270631817248
arizona,4,2017,71,308,19.086021505376344,82.79569892473118,4,13.414634146341465,154,16,20,7.317073170731707,75.22935779816514,19,0,88.57142857142857,14,17.073170731707318,93.02325581395348,8,6.493506493506493,98.0392156862745,7,11.688311688311687,87.61061946902655,45,27.92207792207792,81.3953488372093,9.174311926605505,10.857142857142858,16.27906976744186,15.686274509803921,6.1946902654867255,10.465116279069768,7.566341126566044,-13.34207077326343,-4.451827242524914,-5.0159598723210195,10.428596217247957
california,5,2017,171,712,19.7459584295612,82.21709006928405,4,84.14634146341463,155,16,71,13.414634146341465,82.79569892473118,20,7.317073170731707,75.22935779816514,19,0,88.57142857142857,14,17.073170731707318,93.02325581395348,8,6.493506493506493,98.0392156862745,7,11.688311688311687,87.61061946902655,19.086021505376344,9.174311926605505,10.857142857142858,16.27906976744186,15.686274509803921,6.1946902654867255,-0.5786088554471291,7.566341126566044,-13.34207077326343,-4.451827242524914,-5.0159598723210195
colorado,6,2017,21,167,11.351351351351353,90.27027027027027,4,62.19512195121951,156,16,171,84.14634146341463,82.21709006928405,71,13.414634146341465,82.79569892473118,20,7.317073170731707,75.22935779816514,19,0,88.57142857142857,14,17.073170731707318,93.02325581395348,8,6.493506493506493,98.0392156862745,19.7459584295612,19.086021505376344,9.174311926605505,10.857142857142858,16.27906976744186,15.686274509803921,8.053180200986219,-0.5786088554471291,7.566341126566044,-13.34207077326343,-4.451827242524914
connecticut,7,2017,56,182,25.925925925925924,84.25925925925925,4,73.17073170731707,157,16,21,62.19512195121951,90.27027027027027,171,84.14634146341463,82.21709006928405,71,13.414634146341465,82.79569892473118,20,7.317073170731707,75.22935779816514,19,0,88.57142857142857,14,17.073170731707318,93.02325581395348,11.351351351351353,19.7459584295612,19.086021505376344,9.174311926605505,10.857142857142858,16.27906976744186,-6.011011011011021,8.053180200986219,-0.5786088554471291,7.566341126566044,-13.34207077326343
delaware,8,2017,12,30,36.36363636363637,90.9090909090909,4,50,158,16,56,73.17073170731707,84.25925925925925,21,62.19512195121951,90.27027027027027,171,84.14634146341463,82.21709006928405,71,13.414634146341465,82.79569892473118,20,7.317073170731707,75.22935779816514,19,0,88.57142857142857,25.925925925925924,11.351351351351353,19.7459584295612,19.086021505376344,9.174311926605505,10.857142857142858,6.649831649831654,-6.011011011011021,8.053180200986219,-0.5786088554471291,7.566341126566044
florida,9,2017,75,381,15.991471215351813,81.2366737739872,4,18.29268292682927,159,16,12,50,90.9090909090909,56,73.17073170731707,84.25925925925925,21,62.19512195121951,90.27027027027027,171,84.14634146341463,82.21709006928405,71,13.414634146341465,82.79569892473118,20,7.317073170731707,75.22935779816514,36.36363636363637,25.925925925925924,11.351351351351353,19.7459584295612,19.086021505376344,9.174311926605505,-9.6724171351037,6.649831649831654,-6.011011011011021,8.053180200986219,-0.5786088554471291
georgia,10,2017,42,170,21,85,4,2.4390243902439024,160,16,75,18.29268292682927,81.2366737739872,12,50,90.9090909090909,56,73.17073170731707,84.25925925925925,21,62.19512195121951,90.27027027027027,171,84.14634146341463,82.21709006928405,71,13.414634146341465,82.79569892473118,15.991471215351813,36.36363636363637,25.925925925925924,11.351351351351353,19.7459584295612,19.086021505376344,3.7633262260127935,-9.6724171351037,6.649831649831654,-6.011011011011021,8.053180200986219
hawaii,11,2017,8,31,22.857142857142858,88.57142857142857,4,53.65853658536586,161,16,42,2.4390243902439024,85,75,18.29268292682927,81.2366737739872,12,50,90.9090909090909,56,73.17073170731707,84.25925925925925,21,62.19512195121951,90.27027027027027,171,84.14634146341463,82.21709006928405,21,15.991471215351813,36.36363636363637,25.925925925925924,11.351351351351353,19.7459584295612,3.5714285714285694,3.7633262260127935,-9.6724171351037,6.649831649831654,-6.011011011011021
iowa,12,2017,11,136,7.333333333333333,90.66666666666666,4,37.80487804878049,162,16,8,53.65853658536586,88.57142857142857,42,2.4390243902439024,85,75,18.29268292682927,81.2366737739872,12,50,90.9090909090909,56,73.17073170731707,84.25925925925925,21,62.19512195121951,90.27027027027027,22.857142857142858,21,15.991471215351813,36.36363636363637,25.925925925925924,11.351351351351353,2.095238095238088,3.5714285714285694,3.7633262260127935,-9.6724171351037,6.649831649831654
